,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Botafogo,Ceará,38.94622380830567,32.4841990269023,28.569575998213526,44.35496184843417,36.646662605551235
1,Juventude,América-MG,31.767318143552515,34.6921689773727,33.54051259337697,43.18018019145368,44.55485447201791
2,Atlético-GO,Bragantino,27.566862382894218,26.188701848901193,46.24439061260494,23.162906212663025,34.43424127592791
3,Avaí,Corinthians,28.989163010047548,27.589031542604225,43.42178753547377,26.570147266357708,35.73182279872743
4,São Paulo,Flamengo,39.29059429106771,25.637672411523916,35.07168744690578,26.778857490604054,24.425721459103272
5,Fluminense,Cuiabá,64.26961122231181,24.10163793877115,11.628641371306001,59.47424849112236,19.967278038227295
6,Palmeiras,Goiás,76.41765977878877,16.45171105227238,7.128616108758394,60.022780877419216,11.034111499728953
7,Fortaleza,Internacional,30.610928599220223,32.37291613802532,37.01615423367472,37.571831785638985,42.28975140096585
8,Atlético-MG,Athletico-PR,43.82178616415156,28.443999015233157,27.73420299699915,38.630936023262635,27.97753670867722
9,Coritiba,Santos,32.5073343672264,31.3307266296387,36.16193738340311,36.49589947208742,39.10404429684241
