,clube,xG_mean,xG_total
0,Palmeiras,1.6698666473345738,46.75626612536805
1,Flamengo,1.6452628404970546,46.06735953391755
2,Atlético-MG,1.4599751025817738,42.33927797487139
3,Internacional,1.4375509606501142,41.68897785885335
4,América-MG,1.4234494533736453,41.28003414783569
5,Atlético-GO,1.3490898928625117,39.12360689301286
6,Bragantino,1.345448489678477,39.01800620067583
7,Fluminense,1.3363556046679763,38.754312535371305
8,São Paulo,1.3547885448604098,37.93407925609149
9,Santos,1.254765853349067,36.38820974712293
10,Fortaleza,1.2513237291865404,36.28838814640969
11,Coritiba,1.2337050915437442,34.543742563224825
12,Botafogo,1.150851215648506,33.374685253806675
13,Ceará,1.146777939839706,33.25656025535149
14,Corinthians,1.1442094020711733,33.18207266006402
15,Avaí,1.0885172184262413,31.566999334361
16,Athletico-PR,1.0577580136406606,30.67498239557915
17,Juventude,1.0322909595060403,29.936437825675167
18,Cuiabá,1.0142003519384268,29.41181020621436
19,Goiás,1.0083688847198657,29.242697656876114
