,clube,ranking_clube,fase
0,Palmeiras,1,100.0
1,Flamengo,2,100.0
2,América-MG,8,80.0
3,Fortaleza,15,66.67
4,Corinthians,3,66.67
5,Fluminense,4,66.67
6,Athletico-PR,5,60.0
7,Santos,10,53.33
8,Internacional,6,46.67
9,Bragantino,9,40.0
10,Botafogo,12,33.33
11,São Paulo,11,33.33
12,Goiás,13,33.33
13,Ceará,14,26.67
14,Atlético-GO,19,26.67
15,Cuiabá,16,26.67
16,Atlético-MG,7,26.67
17,Coritiba,18,20.0
18,Juventude,20,20.0
19,Avaí,17,13.33
