,clube,ranking_clube,fase
0,Fluminense,5,86.67
1,Atlético-MG,4,73.33
2,Athletico-PR,6,66.67
3,Internacional,3,66.67
4,Botafogo,10,60.0
5,Flamengo,9,60.0
6,Palmeiras,1,53.33
7,Santos,8,53.33
8,Corinthians,2,53.33
9,Bragantino,11,46.67
10,Cuiabá,13,46.67
11,Goiás,12,40.0
12,São Paulo,7,33.33
13,Atlético-GO,18,26.67
14,América-MG,15,26.67
15,Coritiba,14,26.67
16,Ceará,17,26.67
17,Avaí,16,26.67
18,Fortaleza,20,26.67
19,Juventude,19,13.33
