,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,72.71,1,60.78599999999999,9,85.14500000000001,1
1,Atlético-MG,68.41666666666667,2,72.4625,3,60.325,2
2,Corinthians,60.72333333333333,3,67.45666666666666,6,50.484,5
3,Flamengo,60.653333333333336,4,71.92666666666666,4,49.38,7
4,Santos,59.89166666666667,5,75.19250000000001,2,42.0,11
5,Coritiba,54.54666666666666,6,90.72666666666667,1,40.337500000000006,14
6,Botafogo,54.345,7,49.196666666666665,14,55.8825,3
7,Bragantino,53.690000000000005,8,62.873333333333335,7,44.50666666666667,9
8,Internacional,52.163333333333334,9,56.580000000000005,11,40.9375,13
9,Athletico-PR,50.78,10,58.015,10,23.03,20
10,Fluminense,47.72833333333333,11,49.85666666666666,13,53.155,4
11,Avaí,45.32666666666666,12,50.864999999999995,12,42.07,10
12,América-MG,44.98333333333334,13,61.346666666666685,8,24.115000000000002,19
13,São Paulo,44.218333333333334,14,71.2,5,41.4825,12
14,Atlético-GO,41.73333333333334,15,48.165,15,32.99333333333333,16
15,Goiás,41.52666666666667,16,44.07333333333333,16,32.66,17
16,Cuiabá,40.36333333333334,17,35.23666666666667,17,49.745000000000005,6
17,Juventude,33.163333333333334,18,34.144999999999996,18,34.91,15
18,Fortaleza,29.49,19,31.16333333333333,19,27.816666666666666,18
19,Ceará,29.456666666666667,20,19.06,20,44.51,8
