,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'CA': 1, 'CV': 1, 'DS': 17, 'FC': 20, 'FD': 6, 'FF': 11, 'FS': 14, 'G': 3, 'I': 1, 'PI': 105}",60825,20,327,5,6,2.2,6.2,-1.04,2.47,19,,felipe-azevedo,Felipe Azevedo,F. Azevedo,Felipe Azevedo dos Santos,https://s.glbimg.com/es/sde/f/2022/02/25/32fc5d9f18e690ed6ef80d16faae95cc_FORMATO.png,Nulo
1,"{'A': 1, 'CA': 3, 'DS': 36, 'FC': 14, 'FD': 1, 'FF': 2, 'FS': 3, 'G': 1, 'I': 1, 'PI': 57, 'SG': 3}",79113,20,263,3,6,0.0,9.48,0.0,4.81,13,,victor-cuesta,Víctor Cuesta,V. Cuesta,Víctor Leandro Cuesta,https://s.glbimg.com/es/sde/f/2022/04/13/4f3258f391a28a24859ea19abee67739_FORMATO.png,Nulo
2,"{'A': 1, 'CA': 2, 'DS': 5, 'FC': 5, 'FF': 7, 'FS': 11, 'G': 3, 'PI': 47}",87552,20,293,4,6,10.4,5.49,1.87,3.45,11,,vitor-bueno,Vitor Bueno,V. Bueno,Vitor Frezarin Bueno,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,Nulo
3,"{'CA': 1, 'DS': 1, 'FC': 4, 'FF': 3, 'FS': 4, 'I': 3, 'PI': 11}",38279,20,327,5,7,0.1,4.15,-0.38,0.29,7,,wellington-paulista,Wellington Paulista,W. Paulista,Wellington Pereira do Nascimento,https://s.glbimg.com/es/sde/f/2022/02/25/12f12e3c03d86cbfec605b70666faaf3_FORMATO.png,Provável
4,"{'CA': 2, 'DS': 16, 'FC': 10, 'FD': 3, 'FF': 1, 'FS': 3, 'PI': 22}",94067,20,293,4,6,0.0,4.03,0.0,1.8,10,,matheus-fernandes,Matheus Fernandes,M. Fernandes,Matheus Fernandes Siqueira,https://s.glbimg.com/es/sde/f/2022/02/21/fff1205202cd53cd50d841891d140360_FORMATO.png,Nulo
5,"{'A': 1, 'CA': 2, 'DS': 10, 'FC': 14, 'FD': 1, 'FF': 4, 'FS': 10, 'G': 1, 'PI': 14}",70986,20,293,4,7,-1.6,3.86,-1.46,2.23,12,,leo-cittadini,Léo Cittadini,L. Cittadini,Leonardo Cittadini,https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png,Provável
6,{},97453,20,327,1,5,0.0,3.0,0.0,0.0,0,,jori,Jori,Jori,Joriwinnyson Santos dos Anjos Rodrigues,https://s.glbimg.com/es/sde/f/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,Contundido
7,"{'CA': 4, 'CV': 1, 'DS': 40, 'FC': 24, 'FD': 5, 'FF': 5, 'FS': 16, 'G': 1, 'I': 1, 'PC': 1, 'PI': 71}",101594,20,293,4,7,0.0,7.07,0.0,3.44,15,,hugo-moura,Hugo Moura,H. Moura,Hugo Moura Arruda da Silva,https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png,Provável
8,"{'DS': 4, 'FC': 4, 'FF': 1, 'FS': 4, 'PI': 24}",97317,20,327,4,6,0.0,1.78,0.0,0.5,8,,ze-ricardo,Zé Ricardo,Z. Ricardo,José Ricardo Barbosa Ribeiro Drumond,https://s.glbimg.com/es/sde/f/2022/02/24/55526a7acacc680703923482c9c2fd9d_FORMATO.png,Nulo
9,{},50645,20,327,2,5,0.0,4.0,0.0,0.0,0,,eduardo,Eduardo,Eduardo,Carlos Eduardo Santos Oliveira,https://s.glbimg.com/es/sde/f/2022/02/25/a1ed845c0cda1af45df260be95a58b34_FORMATO.png,Contundido
10,"{'CA': 2, 'DS': 10, 'FC': 7, 'FD': 1, 'FF': 2, 'FS': 11, 'PI': 34}",108201,20,327,4,6,0.0,2.39,0.0,1.6,8,,gustavo,Gustavo,Gustavo,Gustavo César Mendonça Gravino,https://s.glbimg.com/es/sde/f/2022/02/25/0386b196bc9d7576552344192f41a032_FORMATO.png,Nulo
11,"{'CA': 5, 'DS': 41, 'FC': 13, 'FD': 4, 'FF': 1, 'FS': 18, 'PI': 96, 'SG': 6}",87225,20,293,3,7,0.0,8.32,0.0,4.7,16,,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,Provável
12,"{'A': 1, 'CA': 4, 'DS': 8, 'FC': 20, 'FD': 8, 'FF': 7, 'FS': 11, 'FT': 1, 'G': 2, 'I': 9, 'PI': 46}",69138,20,293,5,5,0.0,5.24,0.0,3.53,11,,pablo,Pablo,Pablo,Pablo Felipe Teixeira,https://s.glbimg.com/es/sde/f/2022/02/21/b4c4b5449cfdf72e5e5d92886e70852f_FORMATO.png,Contundido
13,"{'CA': 2, 'DS': 8, 'FC': 9, 'FD': 1, 'FF': 3, 'FS': 8, 'I': 2, 'PI': 16}",90917,20,280,5,6,0.3,4.24,0.24,1.07,10,,carlos-eduardo,Carlos Eduardo,C. Eduardo,Carlos Eduardo Ferreira de Souza,https://s.glbimg.com/es/sde/f/2022/05/05/c4c02d0045ff435fdce407dd07835bb9_FORMATO.png,Nulo
14,"{'CA': 2, 'DS': 10, 'FC': 34, 'FD': 10, 'FF': 15, 'FS': 16, 'G': 9, 'I': 6, 'PI': 59, 'PS': 1}",100762,20,314,5,7,8.2,9.4,1.29,5.47,18,,bissoli,Bissoli,Bissoli,Guilherme Bissoli Campos,https://s.glbimg.com/es/sde/f/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png,Provável
15,"{'A': 1, 'DS': 2, 'FC': 1, 'FF': 1, 'FS': 4, 'I': 2, 'PI': 14}",90302,20,293,5,6,0.0,2.77,0.0,1.38,6,,pedro-rocha,Pedro Rocha,P. Rocha,Pedro Rocha Neves,https://s.glbimg.com/es/sde/f/2022/02/21/bca4738ad3069733d0bb2f1c649401a9_FORMATO.png,Nulo
16,"{'A': 1, 'CA': 1, 'DS': 25, 'FC': 15, 'FD': 2, 'FF': 6, 'FS': 8, 'G': 1, 'PC': 1, 'PI': 142, 'SG': 6}",105175,20,293,2,7,4.5,5.68,0.64,4.24,15,,khellven,Khellven ,Khellven ,Khellven Douglas Silva Oliveira,https://s.glbimg.com/es/sde/f/2022/02/21/2ca4e948511b9183a702c48d72753850_FORMATO.png,Provável
17,"{'A': 1, 'CA': 4, 'DS': 36, 'FC': 17, 'FD': 2, 'FS': 8, 'G': 1, 'I': 1, 'PI': 166, 'SG': 7}",104513,20,293,2,7,6.5,8.35,0.9,3.77,19,,abner-vinicius,Abner Vinícius,A. Vinícius,Abner Vinícius da Silva Santos,https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png,Provável
18,"{'A': 1, 'CA': 2, 'DS': 4, 'FC': 9, 'FD': 2, 'FF': 4, 'FS': 10, 'G': 1, 'I': 1, 'PI': 22}",97062,20,327,4,6,0.0,5.0,0.0,2.14,10,,juan-ramirez,Juan Ramírez,J. Ramírez,Juan Pablo Ramírez Velásquez,https://s.glbimg.com/es/sde/f/2022/02/24/2e0263bb5e40212a4b61690039d26668_FORMATO.png,Nulo
19,"{'CA': 1, 'DS': 2, 'FC': 4, 'FF': 1, 'FS': 1, 'PI': 6, 'SG': 2}",102253,20,290,3,6,4.3,3.84,-0.12,3.63,3,,lucas-halter,Lucas Halter,L. Halter,Lucas Halter,https://s.glbimg.com/es/sde/f/2022/07/22/75f2cb79de24eaeb66caa2012a9e617d_FORMATO.png,Nulo
20,"{'CA': 6, 'DS': 20, 'FC': 10, 'FD': 3, 'FF': 16, 'FS': 22, 'FT': 2, 'G': 3, 'I': 5, 'PI': 165}",77544,20,373,4,3,-1.8,5.43,-0.92,3.25,17,,jorginho,Jorginho,Jorginho,Jorge de Moura Xavier,https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png,Suspenso
21,"{'CA': 2, 'DE': 70, 'DP': 1, 'DS': 1, 'GS': 20, 'SG': 8}",105208,20,293,1,7,7.0,9.09,0.88,4.81,20,,bento,Bento,Bento,Bento Matheus Krepski,https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png,Provável
22,{},99878,20,327,5,6,0.0,2.0,0.0,0.0,0,,leo-passos,Léo Passos,L. Passos,Leonardo da Silva Passos,https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png,Nulo
23,"{'CA': 2, 'DS': 15, 'FC': 7, 'FS': 2, 'PI': 43, 'SG': 4}",105672,20,293,3,7,0.0,3.85,0.0,2.78,11,,nicolas-hernandez,Nicolás Hernández,N. Hernández,Nicolás Hernández Rodríguez,https://s.glbimg.com/es/sde/f/2022/02/21/8e49df153cf9037db1aa09cd34feb7e9_FORMATO.png,Provável
24,"{'CA': 3, 'DS': 10, 'FC': 15, 'FD': 1, 'FF': 3, 'FS': 3, 'FT': 1, 'I': 2, 'PI': 15}",104502,20,293,4,5,0.0,3.75,0.0,1.82,6,,christian,Christian,Christian,Christian Roberto Alves Cardoso,https://s.glbimg.com/es/sde/f/2021/05/02/6a1bc3f98b5ff453ba48dffaa44386ab_FORMATO.png,Contundido
25,"{'CA': 2, 'CV': 1, 'DS': 5, 'FC': 10, 'FF': 1, 'G': 3, 'PI': 26, 'SG': 2}",89226,20,327,3,7,0.0,6.48,-0.78,3.02,10,,iago-maidana,Iago Maidana,I. Maidana,Iago Justen Maidana Martins,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,Provável
26,{},102301,20,293,4,6,0.0,2.0,0.0,0.0,0,,bruno-leite,Bruno Leite,B. Leite,Bruno da Silva Costa Leite,https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png,Nulo
27,"{'CA': 5, 'DS': 35, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 15, 'I': 1, 'PC': 1, 'PI': 74, 'PS': 1}",80370,20,373,4,7,-2.2,4.25,-0.58,2.15,17,,edson,Edson ,Edson ,Edson Felipe da Cruz,https://s.glbimg.com/es/sde/f/2022/03/03/3c782944d7dbd6686b97db6c607caa2e_FORMATO.png,Provável
