,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Bragantino,Athletico-PR,47.11036313668625,26.287106756777153,26.602485590173053,35.72893719443664,23.168487066231258
1,América-MG,Flamengo,27.121129871293153,29.712015208212968,43.16684885852946,30.38280141285245,41.516570549325365
2,Santos,Corinthians,40.67118985925276,34.79394272928872,24.53486685321372,51.78294844044399,39.01460903204885
3,Palmeiras,Avaí,83.58099799309943,12.355942226761634,4.056599041675771,67.49640266338419,8.098121460222949
4,Fluminense,Botafogo,61.40312525837304,22.0166692754105,16.57975396449715,42.60857484411459,15.376729429954402
5,Juventude,São Paulo,19.487427700734905,27.540104629231195,52.97243978627271,24.71538807954475,48.288520969288
6,Atlético-GO,Ceará,39.63364919582052,30.863172154076572,29.503176052214286,40.97663138501859,33.789312662846335
7,Cuiabá,Goiás,38.33781355098662,32.72063683169771,28.94154862749993,44.3357975638167,37.32515739155573
8,Coritiba,Internacional,24.305589068505434,26.554312715533957,49.14005641311549,23.325981988990762,39.13716581039391
9,Fortaleza,Atlético-MG,42.77254154055301,32.12117146735676,25.10628497969012,47.565341678872855,34.33864854655036
