,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Atlético-MG,Goiás,57.96292848189869,23.652186727778094,18.384679442049677,42.620506419963405,17.883338181587064
1,Fluminense,Coritiba,67.1948475910479,19.18418188740789,13.619365518824614,42.75871341445875,11.65328637841411
2,Juventude,Botafogo,29.57494091268302,34.119184279301805,36.30587436526405,40.5148989214598,45.68607942785762
3,Palmeiras,Flamengo,55.27277599245468,27.24084052734298,17.486350873631405,51.371561011359944,24.157875371087762
4,Bragantino,Ceará,54.544450185888316,26.18287367911487,19.27262082007774,46.19050372095467,22.308775837011794
5,Santos,São Paulo,48.358500945165396,28.031592230444268,23.609887745931644,42.87508064875661,26.09920913552074
6,Fortaleza,Corinthians,36.01089513774111,35.69840260691142,28.290702032510772,48.915918005099925,42.78753867986314
7,Atlético-GO,Cuiabá,41.52177777861573,35.445804555768596,23.03241717872371,54.356860952361444,39.46532573895526
8,Athletico-PR,América-MG,55.57439410995211,26.935901808643187,17.48966634528189,50.84389103601244,23.6427161262544
9,Avaí,Internacional,30.64723860601106,25.16502773063679,44.187659157651964,21.669070288045372,29.185166379865084
