,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,71.89700549450549,1,75.63785714285714,2,68.15615384615386,1
1,Flamengo,62.6815,2,81.765,1,43.598000000000006,10
2,Atlético-MG,60.31,3,60.839230769230774,8,59.78076923076923,2
3,Internacional,59.17085164835166,4,68.74384615384616,3,49.597857142857144,4
4,Corinthians,56.69538461538462,5,66.60000000000001,5,46.79076923076923,7
5,Fluminense,54.9398717948718,6,67.84666666666668,4,42.03307692307692,13
6,Bragantino,53.231538461538456,7,59.24538461538461,9,47.2176923076923,6
7,Santos,52.5325,8,63.605,7,41.46,14
8,Athletico-PR,51.84535897435897,9,57.58538461538462,11,46.10533333333333,8
9,Coritiba,51.16866666666667,10,63.784,6,38.55333333333333,15
10,Fortaleza,50.846016483516486,11,53.958461538461535,13,47.73357142857144,5
11,São Paulo,50.58337912087913,12,57.72461538461539,10,43.44214285714286,11
12,Botafogo,50.22071428571428,13,49.91571428571429,14,50.52571428571428,3
13,América-MG,47.591785714285706,14,57.17928571428571,12,38.00428571428571,16
14,Goiás,43.935,15,45.45214285714286,16,42.41785714285714,12
15,Ceará,42.394999999999996,16,39.099230769230765,20,45.690769230769234,9
16,Cuiabá,41.87903846153847,17,48.34307692307693,15,35.415000000000006,18
17,Avaí,39.67321428571429,18,44.09142857142857,17,35.255,19
18,Atlético-GO,39.25035714285714,19,41.17357142857143,19,37.32714285714285,17
19,Juventude,36.892197802197806,20,42.98153846153847,18,30.802857142857146,20
