,atleta_id,apelido,ranking
0,79631,Cano,1
1,87999,Gustavo Scarpa,2
2,39148,Hulk,3
3,99815,Arias,4
4,100079,Zaracho,5
5,85425,João Paulo,6
6,109497,Marcos Leonardo,7
7,71684,Gustavo Gómez,8
8,96678,Bustos,9
9,97653,Murilo,10
10,91708,Nino,11
11,94968,Juninho Capixaba,12
12,83433,Patrick,13
13,86970,Eduardo Bauermann,14
14,110506,Abel Ferreira,15
15,89840,Calleri,16
16,102130,Piquerez,17
17,63289,Edenílson,18
18,69014,Manoel,19
19,91607,Rony,20
