,clube,xG_total,xGA_total,xG_saldo
0,Atlético-MG,36.99596974442258,19.5022429570294,17.493726787393182
1,Palmeiras,38.81192800502395,21.832191904970948,16.979736100053003
2,Flamengo,36.13792156423412,21.15130846537667,14.98661309885745
3,Internacional,34.56060808645833,27.34524315376541,7.215364932692921
4,Fortaleza,29.619441562729957,25.078076660445575,4.541364902284382
5,Bragantino,33.227388651563984,29.011543159407466,4.215845492156518
6,Fluminense,29.34445571130361,25.978724479357304,3.365731231946306
7,São Paulo,30.72064625030106,28.300997501033535,2.419648749267523
8,Atlético-GO,30.16370910376863,30.90210494314654,-0.7383958393779118
9,Corinthians,23.729046766344354,24.99242959172774,-1.2633828253833848
10,Cuiabá,24.379292783700134,26.209943392507746,-1.8306506088076127
11,Coritiba,29.361649157239782,31.450235111105833,-2.088585953866051
12,Ceará,27.35793153061223,30.617178809086738,-3.2592472784745077
13,América-MG,29.66735200751164,33.227600043355345,-3.5602480358437063
14,Santos,30.090542060782674,35.2297062311587,-5.139164170376027
15,Botafogo,25.91241168681892,31.98841020528908,-6.075998518470161
16,Juventude,25.307241708871167,32.99697657664896,-7.689734867777794
17,Athletico-PR,23.81348157158299,35.37738118734088,-11.56389961575789
18,Avaí,22.583669171146674,35.85778892960391,-13.274119758457239
19,Goiás,24.284355657401733,39.01895947946072,-14.734603822058986
