,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'A': 1, 'DS': 6, 'FC': 3, 'FD': 4, 'FF': 4, 'FS': 11, 'FT': 1, 'G': 2, 'I': 2, 'PI': 42}",68920,7,275,5,7,9.6,13.1,1.12,6.57,6,,dudu,Dudu,Dudu,Eduardo Pereira Rodrigues,https://s.glbimg.com/es/sde/f/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png,Provável
1,"{'A': 2, 'DS': 6, 'FC': 2, 'FD': 8, 'FF': 5, 'FS': 7, 'PI': 38}",87999,7,275,4,7,8.4,9.56,0.4,5.98,5,,gustavo-scarpa,Gustavo Scarpa,G. Scarpa,Gustavo Henrique Furtado Scarpa,https://s.glbimg.com/es/sde/f/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,Provável
2,"{'DE': 19, 'GS': 5, 'SG': 3}",71631,7,275,1,6,8.0,11.72,0.36,4.83,6,,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png,Nulo
3,"{'A': 3, 'DS': 20, 'FC': 3, 'FD': 4, 'FF': 5, 'FS': 20, 'FT': 1, 'G': 1, 'I': 2, 'PI': 71}",87863,7,262,4,7,4.7,19.75,-1.87,10.1,6,,arrascaeta,Arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,https://s.glbimg.com/es/sde/f/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,Provável
4,"{'DS': 3, 'FC': 9, 'FD': 3, 'FF': 7, 'FS': 8, 'G': 3, 'I': 6, 'PI': 14}",91607,7,275,5,7,12.2,11.46,2.05,6.02,6,,rony,Rony,Rony,Ronielson da Silva Barbosa,https://s.glbimg.com/es/sde/f/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png,Provável
5,"{'A': 1, 'CA': 1, 'DS': 14, 'FC': 5, 'FS': 5, 'PI': 52, 'SG': 2}",63013,7,275,2,7,12.4,8.81,2.29,5.32,5,,marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png,Provável
6,"{'A': 3, 'DS': 9, 'FC': 8, 'FD': 3, 'FF': 5, 'FS': 11, 'G': 1, 'I': 1, 'PI': 41}",94509,7,275,4,7,0.0,18.07,0.0,8.06,5,,raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png,Provável
7,{},72372,7,286,1,6,0.0,7.0,0.0,0.0,0,,felipe-alves,Felipe Alves,F. Alves,Felipe Alves Raymundo,https://s.glbimg.com/es/sde/f/2022/03/03/4d0134ca36fbe16f9ac38c3ba359e6ac_FORMATO.png,Nulo
8,"{'DE': 26, 'FS': 1, 'GS': 5, 'SG': 3}",85425,7,277,1,7,9.5,15.22,1.19,5.21,7,,joao-paulo,João Paulo,J. Paulo,João Paulo Silva Martins,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,Provável
9,"{'DE': 25, 'GS': 6, 'SG': 3}",37656,7,266,1,7,13.0,12.02,2.43,4.86,7,,fabio,Fábio,Fábio,Fábio Deivson Lopes Maciel,https://s.glbimg.com/es/sde/f/2022/04/20/aeae67450f0c19a81c7d356b86382594_FORMATO.png,Provável
10,{},85004,7,266,1,6,0.0,7.0,0.0,0.0,0,,marcos-felipe,Marcos Felipe,M. Felipe,Marcos Felipe de Freitas Monteiro,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,Nulo
11,"{'A': 1, 'CA': 3, 'DS': 1, 'FC': 5, 'FD': 3, 'FF': 5, 'FS': 11, 'FT': 1, 'G': 4, 'I': 5, 'PI': 28}",39148,7,282,5,7,0.0,21.9,0.0,9.3,5,,hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.glbimg.com/es/sde/f/2021/04/23/d9ed7fa34aa12e4ce8768c9c2a2b4560_FORMATO.png,Provável
12,"{'DS': 9, 'FF': 1, 'FS': 4, 'PI': 27, 'SG': 1}",102130,7,275,2,5,0.0,6.5,0.0,5.3,3,,piquerez,Piquerez,Piquerez,Joaquín Piquerez Moreira,https://s.glbimg.com/es/sde/f/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,Contundido
13,"{'CA': 2, 'DS': 16, 'FC': 5, 'FD': 1, 'FF': 1, 'FS': 11, 'I': 1, 'PI': 55, 'SG': 1}",90061,7,354,2,7,8.0,9.2,1.0,3.77,6,,bruno-pacheco,Bruno Pacheco,B. Pacheco,Bruno de Jesus Pacheco,https://s.glbimg.com/es/sde/f/2022/02/22/557432fa07207d8e3aa6630ee0483cf0_FORMATO.png,Provável
14,"{'DE': 27, 'DS': 1, 'GS': 4, 'SG': 3}",42234,7,264,1,2,5.0,11.69,0.57,6.53,6,,cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.glbimg.com/es/sde/f/2022/04/27/cea7970cc55ced32c922d0eb160757ad_FORMATO.png,Dúvida
15,"{'CA': 1, 'DE': 25, 'FS': 1, 'GS': 7, 'SG': 2}",96468,7,285,1,7,1.5,7.33,-0.45,3.93,7,,daniel,Daniel,Daniel,Daniel de Sousa Brito,https://s.glbimg.com/es/sde/f/2022/04/02/9ce578918b5a7d98112629368b0a657d_FORMATO.png,Provável
16,"{'CA': 1, 'DS': 1, 'FC': 3, 'FD': 3, 'FF': 5, 'FS': 6, 'G': 1, 'I': 5, 'PI': 22}",83257,7,262,5,7,2.9,9.96,0.19,2.53,6,,gabriel,Gabriel,Gabriel,Gabriel Barbosa Almeida,https://s.glbimg.com/es/sde/f/2022/04/25/8ce4db9e01696fbbc278bb084f675352_FORMATO.png,Provável
17,"{'CA': 2, 'DE': 27, 'FS': 2, 'GS': 6, 'PC': 1, 'SG': 2}",93882,7,280,1,7,0.0,10.02,0.0,4.83,6,,cleiton,Cleiton,Cleiton,Cleiton Schwengber,https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,Provável
18,{},69012,7,262,1,5,0.0,11.0,0.0,0.0,0,,santos,Santos,Santos,Aderbar Melo dos Santos Neto,https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png,Contundido
19,"{'DE': 21, 'GS': 6, 'SG': 1}",74061,7,263,1,7,1.0,6.3,-0.29,4.0,5,,gatito-fernandez,Gatito Fernández,G. Fernández,Roberto Junior Fernández Torres,https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png,Provável
20,{},42500,7,264,2,6,0.0,12.0,0.0,0.0,0,,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2022/04/27/95fc5f697734bd603edc509a2d4bba7c_FORMATO.png,Nulo
21,"{'DE': 9, 'FS': 1, 'GS': 5}",88916,7,373,1,6,0.0,5.03,0.0,2.25,2,,luan-polli,Luan Polli,L. Polli,Luan Polli Gomes,https://s.glbimg.com/es/sde/f/2022/03/03/2e38d3f9f2daa6056eed8d12909a007a_FORMATO.png,Nulo
