,atleta_id,apelido,clube_id,xG,clube
0,89840,Calleri,276,9.192269110596005,São Paulo
1,79631,Cano,266,8.922441066264392,Fluminense
2,83257,Gabriel,262,8.857843499929796,Flamengo
3,109497,Marcos Leonardo,277,8.52238820297964,Santos
4,39148,Hulk,282,7.426724779907243,Atlético-MG
5,98225,Pedro Raul,290,7.302288801383722,Goiás
6,89898,Róger Guedes,264,6.895790966039539,Corinthians
7,90031,Mendoza,354,6.536770967400816,Ceará
8,82766,Wellington Rato,373,6.530919893703206,Atlético-GO
9,100762,Bissoli,314,6.52014781339028,Avaí
10,91607,Rony,275,6.210639700038355,Palmeiras
11,87999,Gustavo Scarpa,275,6.152496354999664,Palmeiras
12,101254,Alef Manga,294,6.028409623438471,Coritiba
13,108133,Pitta,286,5.9792949064936,Juventude
14,87242,Carlos de Pena,285,5.843831679117402,Internacional
15,68920,Dudu,275,5.767732161465632,Palmeiras
16,80287,Luciano,276,5.731517984273363,São Paulo
17,104666,Moisés,356,5.566469063331178,Fortaleza
18,108422,Erison,263,5.451849484150032,Botafogo
19,94583,Pedro,262,5.206893585045375,Flamengo
20,95799,Artur,280,5.176390676949721,Bragantino
21,72583,Pedro Henrique,285,5.031130453450458,Internacional
22,68773,Henrique Almeida,327,5.006795527578751,América-MG
23,87863,Arrascaeta,262,4.97830069985951,Flamengo
24,102878,Terans,293,4.828225939621737,Athletico-PR
25,101715,Alerrandro,280,4.762214719378023,Bragantino
26,61033,Rodriguinho,1371,4.554817292225523,Cuiabá
27,98289,Churín,373,4.455891858346048,Atlético-GO
28,98219,Alemão,285,4.400038792731149,Internacional
29,77544,Jorginho,373,4.387322028620973,Atlético-GO
30,82455,Zé Rafael,275,4.03655948313113,Palmeiras
31,60825,Felipe Azevedo,327,4.004918952810663,América-MG
32,85931,Hyoran,280,3.9618799375579434,Bragantino
33,77809,William Pottker,314,3.954337533353545,Avaí
34,70360,Eduardo Sasha,282,3.9206638116668984,Atlético-MG
35,71162,Vina,354,3.906104508232574,Ceará
36,106822,Rodrigo Nestor,276,3.872076534259192,São Paulo
37,104530,Igor Paixão,294,3.8009497945586572,Coritiba
38,114802,Vitor Roque,293,3.7402336890547536,Athletico-PR
39,94509,Raphael Veiga,275,3.6601797165938343,Palmeiras
40,104521,Vinícius Zanocelo,277,3.5693916581295504,Santos
41,94916,Nacho Fernández,282,3.5683823639781496,Atlético-MG
42,110193,Lázaro,262,3.5409479753687427,Flamengo
43,100848,Luan Cândido,280,3.5261561374072636,Bragantino
44,86485,Keno,282,3.441184980486342,Atlético-MG
45,80196,Yago Pikachu,356,3.3909399268843305,Fortaleza
46,53865,Léo Gamalho,294,3.3757172088127096,Coritiba
47,102598,Helinho,280,3.3746688910080196,Bragantino
48,81161,Léo Baptistão ,277,3.325944785794908,Santos
49,104778,Adrián Martínez,294,3.301871545188202,Coritiba
50,93478,Wanderson,285,3.2448391770393528,Internacional
51,96340,Lima,354,3.2178081813203123,Ceará
52,105171,Fabrício,294,3.1898683607799794,Coritiba
53,101314,Ademir,282,3.1877108301101926,Atlético-MG
54,105647,Maurício,285,3.175633698888635,Internacional
55,84817,Robson,356,3.120930604463438,Fortaleza
56,83433,Patrick,276,3.1199015658581897,São Paulo
57,73850,Aloísio,327,3.1151251729926184,América-MG
58,84674,Lucas Evangelista,280,3.1062008980506346,Bragantino
59,91151,Everaldo,327,3.0557458122432624,América-MG
60,63289,Edenílson,285,2.953829514092746,Internacional
61,69138,Pablo,293,2.9512492510098998,Athletico-PR
62,94263,Dadá Belmonte,290,2.9377805148877787,Goiás
63,100652,Yuri Alberto,264,2.9095093246637793,Corinthians
64,109282,Luiz Henrique,266,2.8975934059869055,Fluminense
65,90715,Luiz Fernando ,373,2.879227851350313,Atlético-GO
66,90715,Luiz Fernando,373,2.827525738535388,Atlético-GO
67,106107,Airton,373,2.8227569979058735,Atlético-GO
68,100103,Pedrinho,327,2.8090022585175647,América-MG
69,79188,Silvio Romero,356,2.7948665775950974,Fortaleza
70,51772,Everton Ribeiro,262,2.783617154994273,Flamengo
71,100079,Zaracho,282,2.7785751117144857,Atlético-MG
72,107170,Jeffinho,263,2.6779659227195456,Botafogo
73,97653,Murilo,275,2.6663231848302584,Palmeiras
74,111831,Matheus Martins,266,2.6551332886892003,Fluminense
75,68685,Alan Patrick,285,2.6499501179441687,Internacional
76,102318,Caio Paulista,266,2.630390465936549,Fluminense
77,87228,Guilherme Arana,282,2.565333987688124,Atlético-MG
78,106002,Johnny,285,2.5641270289915945,Internacional
79,105811,Wesley,275,2.5292660803558076,Palmeiras
80,111682,Adson,264,2.5141656015662037,Corinthians
81,101596,Vitor Gabriel,286,2.499361671038062,Juventude
82,81091,Jair,282,2.4800514010703814,Atlético-MG
83,98909,Cuello,293,2.478335258004611,Athletico-PR
84,69102,Vargas,282,2.446797960337258,Atlético-MG
85,69141,Ricardo Bueno,286,2.426733235721712,Juventude
86,104125,Cléber,354,2.3790186273361535,Ceará
87,94931,Lucas Fernandes,263,2.372636900638202,Botafogo
88,86757,Everton,262,2.359792327196301,Flamengo
89,99119,Lucas Braga,277,2.2829375802019802,Santos
90,84523,Romarinho,356,2.276913282328089,Fortaleza
91,82381,Juninho,327,2.2660588370105703,América-MG
92,110727,Rubens,282,2.244463877122381,Atlético-MG
93,97810,Erick,354,2.2161978572526726,Ceará
94,85423,Valdívia,1371,2.198049805205062,Cuiabá
95,99440,Baralhas,373,2.186510719464005,Atlético-GO
96,115404,Rwan,277,2.1814041835496223,Santos
97,97520,Shaylon,373,2.161855760545797,Atlético-GO
98,101960,Vitinho,293,2.1612740786728146,Athletico-PR
99,38225,Muriqui,314,2.1551397604339733,Avaí
100,105770,Rafael Navarro,275,2.14298288583632,Palmeiras
101,107744,Praxedes,280,2.1376255185694273,Bragantino
102,99815,Arias,266,2.1372717425117123,Fluminense
103,91151,Everaldo ,327,2.1353150948249837,América-MG
104,73384,Samuel Xavier,266,2.093246141620325,Fluminense
105,97321,Alesson,1371,2.08449889870176,Cuiabá
106,101573,Pepê,1371,1.98436796918139,Cuiabá
107,71684,Gustavo Gómez,275,1.9823083053328945,Palmeiras
108,101002,Júnior Santos,263,1.9721933232374549,Botafogo
109,78867,Rafael Gava,1371,1.9720544539053773,Cuiabá
110,106681,Léo Pereira,373,1.9644278010582503,Atlético-GO
111,71844,Thiago Galhardo,356,1.9561846298435626,Fortaleza
112,113687,Du Queiroz,264,1.952238348174138,Corinthians
113,84042,Tiquinho Soares,263,1.937438062742028,Botafogo
114,75295,Paolo Guerrero,314,1.9094667221455015,Avaí
115,70666,Marllon,1371,1.893649681933173,Cuiabá
116,68708,Eduardo,263,1.8909444248535088,Botafogo
117,86970,Eduardo Bauermann,277,1.8900392986893404,Santos
118,107231,Danilo,275,1.8641200089734018,Palmeiras
119,82407,Chico,286,1.8550993846836774,Juventude
120,72524,Nicolas,290,1.8426275594354775,Goiás
121,94968,Juninho Capixaba,356,1.8366547725003066,Fortaleza
122,116447,Hércules,356,1.8199384836426415,Fortaleza
123,90309,David,285,1.7843971242732464,Internacional
124,93790,Marlon Freitas,373,1.774027555207704,Atlético-GO
125,110415,Ângelo,277,1.7492291665843538,Santos
126,69014,Manoel,266,1.736074685046193,Fluminense
127,38398,Renato Augusto,264,1.7230783177562126,Corinthians
128,92146,André Luís,1371,1.6926431177866519,Cuiabá
129,101027,Diego,290,1.667551571661325,Goiás
130,71691,Óscar Ruíz,286,1.6582348266604114,Juventude
131,116034,Victor Hugo,262,1.6492448160835083,Flamengo
132,111333,Sorriso,280,1.643591923294523,Bragantino
133,101484,Thonny Anderson,294,1.630544661669576,Coritiba
134,78435,Vitinho,262,1.630341173651498,Flamengo
135,106931,Clayton,294,1.599017224739073,Coritiba
136,68952,Marinho,262,1.585133738422349,Flamengo
137,91688,Eduardo,314,1.5755674150610233,Avaí
138,95556,Raniele,314,1.5732201845711231,Avaí
139,96678,Bustos,285,1.5649614315935558,Internacional
140,100084,Igor Gomes,276,1.5533474143112325,São Paulo
141,94894,Capixaba,286,1.5436778027034268,Juventude
142,113103,José López,275,1.538150807849801,Palmeiras
143,104660,Vinícius Lopes,263,1.5342437131228863,Botafogo
144,109563,Joaquim,1371,1.5245321754571186,Cuiabá
145,81845,Alisson,276,1.5172366567672122,São Paulo
146,108946,Victor Sá,263,1.5122731850714752,Botafogo
147,86227,Morato,314,1.5114226653202072,Avaí
148,51042,Apodi,290,1.497830211217817,Goiás
149,95662,Lucas Kal,327,1.4958932698604412,América-MG
150,107197,Rômulo,293,1.4588622840649106,Athletico-PR
151,51548,Giuliano,264,1.4460416831595133,Corinthians
152,78478,Willian Arão,262,1.4261765953689705,Flamengo
153,88423,Aderlan,280,1.424807154587757,Bragantino
154,112886,Lucas Barbosa,277,1.403648871673131,Santos
155,96652,Allan,282,1.3976920699407984,Atlético-MG
156,87552,Vitor Bueno,293,1.3863318888587401,Athletico-PR
157,62977,Ganso,266,1.3743510483659735,Fluminense
158,91521,Eder,276,1.3631777325879308,São Paulo
159,86711,Richard Coelho,354,1.3575182856322388,Ceará
160,104401,Vitor Mendes,286,1.3570269973714764,Juventude
161,97450,Gustavo Mosquito,264,1.3318541474235408,Corinthians
162,95638,Marcelo Benevenuto,356,1.3253055688706796,Fortaleza
163,68690,André,1371,1.313413425019928,Cuiabá
164,93886,Matheusinho,327,1.3040053278886954,América-MG
165,110270,Gustavo Mantuan,264,1.300305769275199,Corinthians
166,89435,Bryan Angulo,277,1.3002732521641185,Santos
167,92708,Deyverson,1371,1.297066798816488,Cuiabá
168,68917,Vinicius,290,1.2962031175302506,Goiás
169,117579,Galoppo,276,1.2942372186274844,São Paulo
170,79113,Víctor Cuesta,263,1.2780197481013922,Botafogo
171,89274,Andreas Pereira,262,1.2773925505655295,Flamengo
172,90285,Bruno Henrique,262,1.274342400022874,Flamengo
173,97062,Índio Ramírez,327,1.2689185128825986,América-MG
174,87009,Nathan,266,1.2679292130364617,Fluminense
175,72142,Danilo Avelar,327,1.2670490630883182,América-MG
176,69375,Vidal,262,1.2643076404814044,Flamengo
177,107498,André,266,1.262303675467107,Fluminense
178,80076,Zé Roberto,354,1.25477426056386,Ceará
179,109114,Matheus Nascimento,263,1.2507239774382584,Botafogo
180,115502,Ceballos,356,1.247545527516729,Fortaleza
181,86859,José Welison,356,1.2377220429388553,Fortaleza
182,60969,Patric,327,1.2260414075345651,América-MG
183,88393,Ayrton Lucas,262,1.224399125474626,Flamengo
184,91573,Arboleda,276,1.2231878306311919,São Paulo
185,91888,Kevin,314,1.2203054285607609,Avaí
186,69705,Nikão,276,1.1964087928048615,São Paulo
187,107109,João Gomes,262,1.1954542492829348,Flamengo
188,87258,Soteldo,277,1.1874837628443504,Santos
189,102928,Canobbio,293,1.1842696809123612,Athletico-PR
190,86388,Alê,327,1.183334591433373,América-MG
191,53148,Ytalo,280,1.1794171844248043,Bragantino
192,107950,Fausto Vera,264,1.1735365816956016,Corinthians
193,62114,Taison,285,1.1733310213192434,Internacional
194,101798,Guilherme Castilho,354,1.1629022060510348,Ceará
195,103767,Gabriel Menino,275,1.1561521950922855,Palmeiras
196,87098,Matheus Peixoto,354,1.1540542412085741,Ceará
197,100074,Jhojan Julio,277,1.1503995385376586,Santos
198,50856,Henrique,294,1.1447741460387895,Coritiba
199,38138,Jô,354,1.1372468912921285,Ceará
200,95058,Moraes,286,1.135567972559874,Juventude
201,86686,Tchê Tchê,263,1.1309300353031075,Botafogo
202,89285,Matheus Sales,290,1.1187376099398394,Goiás
203,86864,Marlon,327,1.1186141223441657,América-MG
204,86264,Natanael,314,1.1124427272078192,Avaí
205,98022,Erick,293,1.1071350764549808,Athletico-PR
206,105301,Jan Hurtado,280,1.0831204511916228,Bragantino
207,87402,Messias,354,1.0758235870317916,Ceará
208,52827,David Luiz,262,1.0711938998757602,Flamengo
209,63354,Rodrigo Moledo,285,1.0619441971109531,Internacional
210,103764,Gabriel Veron,275,1.0537069629131062,Palmeiras
211,72532,Maguinho,290,1.0438256836102449,Goiás
212,105585,Roni,264,1.037238581485049,Corinthians
213,95466,Igor Vinícius,276,1.0216998146533802,São Paulo
214,68698,Bruno Silva,314,1.0183140650112688,Avaí
215,116056,José Hugo,294,1.0165364586457677,Coritiba
216,96754,Atuesta,275,1.0050735825535495,Palmeiras
217,97339,Wesley Moraes,285,1.0026878213853136,Internacional
218,68991,Lucas Sasha,356,1.0011239377470835,Fortaleza
219,71680,Raúl Cáceres,327,0.9948973317702117,América-MG
220,84428,Fernando Sobral,354,0.994665544119005,Ceará
221,42116,Willian,266,0.9931221549367996,Fluminense
222,82640,Paulinho Moccelin,286,0.99239626894762,Juventude
223,101601,Caio,290,0.9891129372061176,Goiás
224,114374,Lucas Pires,277,0.9857215627688687,Santos
225,107110,Natan,280,0.9852488937363917,Bragantino
226,96754,Atuesta ,275,0.9805896548939786,Palmeiras
227,101997,Braian Romero,285,0.976224958895468,Internacional
228,73347,Elvis,290,0.9750943050992864,Goiás
229,87929,Matheus Vargas,356,0.9749113564688751,Fortaleza
230,93787,Andrey,294,0.9704142204786774,Coritiba
231,78856,Marcão Silva,1371,0.9672175986587311,Cuiabá
232,70986,Léo Cittadini,293,0.9634782277463704,Athletico-PR
233,91708,Nino,266,0.9528761964734651,Fluminense
234,82647,Régis,294,0.9466179275966675,Coritiba
235,113359,Pablo Maia,276,0.9452058806435952,São Paulo
236,97867,Léo Ortiz,280,0.9449521831454463,Bragantino
237,103388,Emmanuel Martínez,327,0.9432674170344783,América-MG
238,110607,Gabriel Pirani,1371,0.9416371446629515,Cuiabá
239,93637,Bruno Tubarão,280,0.9336560675514529,Bragantino
240,107172,Patrick de Paula,263,0.9305611815075548,Botafogo
241,90540,Diego Gonçalves,263,0.9257811309275593,Botafogo
242,103996,Bruno Oliveira,277,0.9246778623783373,Santos
243,102130,Piquerez,275,0.9183130032273684,Palmeiras
244,86864,Marlon ,327,0.9073413622036552,América-MG
245,71227,Maicon,277,0.9053456052189471,Santos
246,108176,Gabriel Lacerda,354,0.9014334016842617,Ceará
247,83266,Marcos Guilherme,276,0.9013963635216562,São Paulo
248,42135,Willian,264,0.9006693705399286,Corinthians
249,93988,Breno Lopes,275,0.8978035388894767,Palmeiras
250,77959,Copete,314,0.8918918984022288,Avaí
251,70116,Fellipe Bastos,290,0.8771591681274693,Goiás
252,72359,Luiz Otávio,354,0.8711612066414952,Ceará
253,90302,Pedro Rocha,356,0.8710801622641976,Fortaleza
254,50347,Alan Kardec,282,0.8702750002551534,Atlético-MG
255,89226,Iago Maidana,327,0.8637354477078106,América-MG
256,89150,Jean,286,0.8632630440292067,Juventude
257,97768,Reynaldo,290,0.8617737384917904,Goiás
258,68942,Luciano Castán,294,0.8549729183447408,Coritiba
259,81150,Mayke,275,0.8546233796778514,Palmeiras
260,88312,Junior Alonso,282,0.8535925790927822,Atlético-MG
261,100943,Conti,327,0.8491322449378746,América-MG
262,91856,Hayner,373,0.8472637663980268,Atlético-GO
263,69165,Pablo,262,0.8436704092281244,Flamengo
264,68954,Marquinhos Gabriel,290,0.8411206881334289,Goiás
265,91689,Matheus Jussa,356,0.8399873970717229,Fortaleza
266,106824,Welington,276,0.8375288970803184,São Paulo
267,68833,Ricardo Goulart,277,0.8360710294826262,Santos
268,107109,Gomes,262,0.8354021458355223,Flamengo
269,80129,Jadson,286,0.8347924946966596,Juventude
270,105175,Khellven,293,0.833717547210974,Athletico-PR
271,83438,Guilherme Parede,286,0.823981379260694,Juventude
272,89898,0,264,0.8165005350633062,Corinthians
273,38279,Wellington Paulista,327,0.8115244141738055,América-MG
274,90917,Carlos Eduardo,280,0.8108575641396757,Bragantino
275,97908,Luís Oyama,263,0.8090308463856657,Botafogo
276,98251,Kelvin,373,0.7942148529734463,Atlético-GO
277,78077,Madson,277,0.7936020420189603,Santos
278,93716,Paulo Henrique,286,0.7912721684820883,Juventude
279,109573,Martinelli,266,0.7864114052968634,Fluminense
280,111412,Arthur Chaves,314,0.7844385178283886,Avaí
281,78850,Reinaldo,276,0.7832182517044383,São Paulo
282,96725,Saravia,263,0.7728522604482748,Botafogo
283,101594,Hugo Moura,293,0.7725794797432325,Athletico-PR
284,100987,Nonato,266,0.7725646427106486,Fluminense
285,62130,William Matheus,286,0.7637063438906457,Juventude
286,111813,Ricardinho,373,0.7621969665749707,Atlético-GO
287,68817,Paulo Miranda,286,0.7607141241555572,Juventude
288,101995,Brítez,356,0.7554672878090952,Fortaleza
289,38162,Fred,266,0.7472859295624222,Fluminense
290,106824,Welington ,276,0.7447794139939994,São Paulo
291,38588,Elton,1371,0.7443125908842491,Cuiabá
292,101319,Guga,282,0.7320393738933285,Atlético-MG
293,109639,Gabriel Novaes,280,0.7238910865614481,Bragantino
294,105584,Lucas Piton,264,0.7178613320707108,Corinthians
295,97133,Dudu,373,0.7076394190650113,Atlético-GO
296,80583,Lucas Lima,356,0.7050698352008465,Fortaleza
297,98484,Kanu,263,0.7020538709477162,Botafogo
298,98306,Val,294,0.6938948567757892,Coritiba
299,110759,John Kennedy,266,0.6937938683307999,Fluminense
300,88087,Ramon Menezes,373,0.6899543456780316,Atlético-GO
301,104926,Chay,263,0.6846946169164103,Botafogo
302,105175,Khellven ,293,0.683930774134305,Athletico-PR
303,100969,Ronald,356,0.6807267098006511,Fortaleza
304,68923,Gil,264,0.6797454823212323,Corinthians
305,71898,Gabriel Pires,263,0.6792193824494281,Botafogo
306,38909,Diego,262,0.6786683414015455,Flamengo
307,42145,Egídio,294,0.6772229750602063,Coritiba
308,106323,Caio Alexandre,356,0.6764333359533533,Fortaleza
309,101717,Marrony,266,0.6757856940102597,Fluminense
310,109668,Hugo,263,0.6754253115890408,Botafogo
311,95220,Jefferson,373,0.6753678960856802,Atlético-GO
312,113010,Osorio,1371,0.6636717251834279,Cuiabá
313,100762,0,314,0.6573186615018062,Avaí
314,63058,Willian Farias,294,0.6572248065715756,Coritiba
