,clube,xG_mean,xG_total
0,Palmeiras,1.8942951627488414,30.30872260398149
1,Bragantino,1.4893756707716508,25.319386403118074
2,Atlético-MG,1.484525341267759,25.23693080155191
3,Flamengo,1.534614950120117,24.553839201921853
4,Santos,1.3926714365467268,23.67541442129433
5,Atlético-GO,1.3622735621874342,23.15865055718639
6,Fluminense,1.3463985532345364,22.888775404987133
7,Internacional,1.331270289279654,22.631594917754104
8,São Paulo,1.3212546358979798,22.461328810265673
9,Fortaleza,1.3122374838454909,22.308037225373347
10,Coritiba,1.2753726632640932,21.681335275489573
11,América-MG,1.2431878539033674,21.134193516357254
12,Ceará,1.234658767983064,20.98919905571209
13,Juventude,1.0773378798049063,18.3147439566834
14,Athletico-PR,1.0641296989115414,18.09020488149621
15,Botafogo,1.0411398541868817,17.69937752117698
16,Avaí,1.036878406878662,17.626932916937257
17,Goiás,0.9881497706259926,16.798546100641868
18,Cuiabá,0.9511160620607135,16.168973055032136
19,Corinthians,0.9037645381228699,15.363997148088789
