,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,127.84999999999998,1,127.84999999999998,1,0.0,18
1,Internacional,57.38250000000001,2,39.05500000000001,9,75.71000000000001,2
2,Bragantino,50.400000000000006,3,23.999999999999996,15,76.80000000000001,1
3,Coritiba,49.8025,4,72.44,2,27.165000000000006,10
4,Cuiabá,48.5175,5,26.455000000000002,14,70.58,3
5,Atlético-MG,45.79,6,64.58,3,27.0,11
6,Avaí,41.36999999999999,7,53.55999999999999,4,29.18,9
7,Santos,38.5925,8,51.875,5,25.309999999999995,14
8,América-MG,35.4575,9,39.165000000000006,8,31.75,7
9,Athletico-PR,34.6175,10,34.635,11,34.6,5
10,Flamengo,34.25,11,0.0,18,34.25,6
11,São Paulo,33.655,12,42.0,7,25.310000000000002,13
12,Atlético-GO,33.11,13,36.0,10,30.220000000000002,8
13,Corinthians,29.347499999999997,14,31.854999999999997,12,26.839999999999996,12
14,Botafogo,28.8525,15,42.65,6,15.055,17
15,Goiás,27.627499999999998,16,14.564999999999998,17,40.69,4
16,Fluminense,22.774999999999995,17,23.349999999999994,16,22.199999999999996,15
17,Juventude,21.3525,18,27.27,13,15.434999999999997,16
