,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Ceará,Avaí,59.07402764759385,22.681232162904198,18.244392054347504,40.647529417418674,16.190375134654044
1,Bragantino,Fortaleza,60.717371659317735,24.026068169189198,15.25641511242282,50.12029179218707,19.025130484205885
2,Goiás,Fluminense,31.422634281611373,28.716284986947997,39.86107298065612,30.04551653679034,35.57751730302321
3,Athletico-PR,Atlético-GO,56.10628572514392,26.28506770755222,17.608594742073546,49.46198832174814,22.532618140831318
4,Flamengo,Juventude,72.31998077754807,19.098237078781956,8.581039871671987,59.92055219539514,13.866977833058543
5,Internacional,São Paulo,45.004956731479716,28.374776887959573,26.620253096161196,39.73882643851025,27.489578751488537
6,Corinthians,Coritiba,51.00222199720772,26.99138873108241,22.006354043852927,43.24976645046837,23.900004078233973
7,Santos,Botafogo,55.811557044888616,28.16863969013897,16.019782136837105,55.70157396654836,25.699561616634526
8,Cuiabá,Atlético-MG,26.260509728206582,33.95014772122361,39.78934185510749,38.308895026894795,48.77241552747111
9,América-MG,Palmeiras,10.974221721363659,25.436758942808456,63.58896052444598,22.091710314962178,63.356129572743946
