,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Goiás,Corinthians,34.90050687860767,30.738774577119905,34.360716406984736,36.75693169844625,36.379143303710876
1,América-MG,Fortaleza,39.267878659944685,34.557681554427845,26.17443927042973,49.65031326605152,39.4032805697892
2,Flamengo,Atlético-MG,61.0549989022098,23.604128026238914,15.340693177176243,49.06071132123998,18.31385299960618
3,Palmeiras,São Paulo,70.28571088051883,20.04491019021374,9.668813696798916,57.88659911021987,14.686330085398025
4,Ceará,Cuiabá,42.9033189366637,36.53261193987205,20.56406873150307,58.7219361187766,40.2154481814193
5,Botafogo,Internacional,31.558940005164217,29.5514093114171,38.88964598778385,31.988076086530633,36.94106876274824
6,Juventude,Atlético-GO,31.883776178164535,29.44109856426475,38.675120350513104,31.91000579064061,36.47634186653888
7,Avaí,Fluminense,27.792790737881823,24.48803066749738,47.7190495144533,19.562370860870786,30.502330829159824
8,Athletico-PR,Coritiba,58.871028115006595,23.35065752942234,17.778079140284348,43.160578072425565,17.44161446064689
9,Bragantino,Santos,42.67355556974912,29.80729821919902,27.51914064687059,41.24569330692947,30.725774419819967
