,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,1.952994157011913,0.7451019095595239,1.3493067065011124,1.0306438709215062
2,Botafogo,1.1918485546032385,1.1465205036647301,1.2098077258100963,1.6808492984874068
3,Corinthians,1.1614786947571036,1.1008236523578716,0.9008638389475041,1.1712062350404118
4,Fluminense,1.6119115551017138,0.9253379031285923,0.9795063612833834,1.2685043826941453
5,Palmeiras,1.870464266394229,0.9033680297592389,1.4950343823449999,1.08229030126604
6,São Paulo,1.37299450231232,1.1215914888554763,1.1715837557493598,1.285214663571362
7,Santos,1.5205738698831124,1.4994265942212763,0.9776352202163607,1.3330206877593784
8,Bragantino,1.4511078125582177,0.9962224271285718,1.1832786154052966,1.4963064749215507
9,Atlético-MG,1.6809052934515105,0.737353263897671,1.279397855338049,1.073818633110479
10,Internacional,1.6616009777702083,1.0172712243704587,1.331846002737363,1.1579027150870256
11,Juventude,1.3628348396142338,1.1087170715136982,0.7029856535385021,1.8539118862976203
12,Goiás,1.119789274582512,1.5650502693998747,0.9671830769519112,1.8319840883623175
13,Athletico-PR,1.1971295064309373,1.3277693424962285,0.86745563819614,1.6492304186096232
14,Coritiba,1.2968804743608413,1.086916334992713,1.1945142768564319,1.7903185169321174
15,Avaí,1.2155489741694159,1.226691300054476,0.8970610957638386,1.7844246824720638
16,América-MG,1.6393016664858182,1.0939587611530548,1.2021241095595745,1.7021735292551048
17,Ceará,1.1404723202624645,1.115507718933862,1.1575660236444387,1.4001501775714504
18,Fortaleza,1.5958068653346678,0.8898089467109015,0.9475984483743141,1.3298523431069555
19,Atlético-GO,1.4488001233330174,1.1165951461135954,1.0256977342944344,1.4538897939979796
20,Cuiabá,1.2540340210502678,0.8849032422450734,0.8182250515278999,1.314393751570048
