,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,2.263575221933918,0.7893921540852067,1.3419628139018316,1.050194553346153
2,Botafogo,1.1610188122417693,1.2364266824680559,1.0620959193869577,1.571045116892067
3,Corinthians,1.0875888881364566,0.9604091534834692,0.9582525238943496,1.189698667877578
4,Fluminense,1.7339461107320902,0.9656395208371681,0.9261337778983029,1.2218863876849113
5,Palmeiras,1.8910457585194473,0.9008595185482471,1.6319355215400186,1.1277266312549765
6,São Paulo,1.4078500369131908,1.1068929260460425,1.0940185460320302,1.3741853727711857
7,Santos,1.4752393543303568,1.5292221124222025,1.089701250007033,1.259341054191447
8,Bragantino,1.5255125848238316,1.0965075360762275,1.3412191486954153,1.5418387632623172
9,Atlético-MG,1.6170914839797683,0.8175847131972982,1.4156407257054744,1.092692807967065
10,Internacional,1.627927935439016,1.269497444683004,1.255055276312499,1.118988087918717
11,Juventude,1.4467999428144278,0.9747197586967683,0.7697828183814943,1.8602824315927755
12,Goiás,1.0753295360924962,1.7550570936307963,1.0644019146668824,1.7950978916518012
13,Athletico-PR,1.2170952495000282,1.3784964634844692,0.9401546928994623,1.444513858966349
14,Coritiba,1.3128284062967184,0.9630582849827504,1.305508762503336,1.6852261209638844
15,Avaí,1.1248605124112834,1.2220328393280178,0.821188096433054,1.8838532023532726
16,América-MG,1.3896868909307551,1.143275564768206,1.0921399448522235,1.7880586810500894
17,Ceará,1.0568737715395329,1.1824659627397345,1.287317079418495,1.3164648582314387
18,Fortaleza,1.5586020941121939,0.8792261479946855,1.03667871493539,1.2585829857895436
19,Atlético-GO,1.5677415033307769,1.0603066660035159,1.04554293622857,1.6341551494297235
20,Cuiabá,1.160194803968745,1.0245921638776425,0.8114203809803491,1.4853940745892418
