,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Palmeiras,1.8863107046551981,0.9305886590993895,1.7204517556929457,1.0730199266769211,1.803381230174072,1.0018042928881554,0.9557220455558086,0.6474318290160246,0.8015769372859165
1,Flamengo,2.1079128780478325,0.8769234879646657,1.3139848679468993,1.1510620295857295,1.7109488729973659,1.0139927587751976,1.2309893900831668,0.16292283836116983,0.6969561142221683
2,Atlético-MG,1.4966182298293487,0.7830229121838086,1.3302614597991644,1.1087143556577352,1.4134398448142567,0.9458686339207719,0.7135953176455401,0.2215471041414292,0.46757121089348475
3,Fluminense,1.8025265644915156,0.9686397239325277,0.9737217269288087,1.2406996346863015,1.388124145710162,1.1046696793094146,0.8338868405589879,-0.26697790775749286,0.28345446640074745
4,Fortaleza,1.604152547974533,0.891511122316561,1.0223773529796698,1.1885745683236861,1.3132649504771015,1.0400428453201236,0.7126414256579721,-0.16619721534401632,0.27322210515697787
5,Internacional,1.6767394360235737,1.26913980691872,1.0340127461455666,1.0759209327000883,1.3553760910845702,1.172530369809404,0.4075996291048536,-0.041908186554521665,0.18284572127516618
6,Atlético-GO,1.6979693746368134,0.9858914400135884,1.1780979904800346,1.5825246780436362,1.438033682558424,1.2842080590286122,0.712077934623225,-0.40442668756360156,0.15382562352981166
7,São Paulo,1.4568054379467266,1.0607034553905408,1.1671654289782976,1.352848775054727,1.311985433462512,1.2067761152226337,0.3961019825561858,-0.18568334607642933,0.10520931823987834
8,Bragantino,1.4021688889027675,1.0463218919884374,1.326879721701777,1.5829619216368396,1.3645243053022722,1.3146419068126385,0.3558469969143301,-0.25608219993506265,0.04988239848963372
9,Coritiba,1.3745957405175004,0.9516118018992517,1.2561526046604188,1.6894801816227587,1.3153741725889596,1.3205459917610052,0.4229839386182488,-0.4333275769623399,-0.005171819172045566
10,América-MG,1.4261418141996027,1.1150423459215522,1.0988206011577764,1.5586140891835414,1.2624812076786895,1.3368282175525468,0.3110994682780506,-0.45979348802576503,-0.07434700987385723
11,Ceará,1.1987119790938616,1.2125448096152522,1.2845836355530986,1.4540866278962459,1.24164780732348,1.333315718755749,-0.013832830521390616,-0.16950299234314725,-0.09166791143226893
12,Santos,1.5741556087583803,1.6446436534493192,1.1485982733068587,1.4393446861835613,1.3613769410326195,1.5419941698164403,-0.07048804469093883,-0.29074641287670255,-0.1806172287838208
13,Corinthians,1.032168880227187,1.0124350510990066,0.8924732463281844,1.3115823742752155,0.9623210632776856,1.162008712687111,0.019733829128180336,-0.41910912794703115,-0.1996876494094254
14,Botafogo,1.1247362263947018,1.1324542618230145,1.1273041465613036,1.544815689261207,1.1260201864780028,1.3386349755421107,-0.00771803542831262,-0.4175115426999034,-0.2126147890641079
15,Cuiabá,1.145113490018544,1.031126017704798,0.8611172313074065,1.4227839610098276,1.0031153606629752,1.2269549893573128,0.11398747231374595,-0.5616667297024212,-0.2238396286943376
16,Athletico-PR,1.2875918171515002,1.4467887220332936,0.9859141015840951,1.5343001007238688,1.1367529593677976,1.4905444113785813,-0.1591969048817934,-0.5483859991397737,-0.35379145201078366
17,Juventude,1.3700267054483537,1.0693427434447034,0.6883195141570053,1.8952544390873822,1.0291731098026795,1.482298591266043,0.30068396200365033,-1.206934924930377,-0.4531254814633634
18,Avaí,1.209217347529657,1.2211491999842463,0.8992288661122674,1.8924004739159959,1.0542231068209622,1.556774836950121,-0.011931852454589276,-0.9931716078037285,-0.5025517301291589
19,Goiás,1.0211211411474865,1.6566725049828976,1.0544670473933457,1.8138992488911025,1.0377940942704162,1.735285876937,-0.6355513638354111,-0.7594322014977568,-0.6974917826665838
