,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Fluminense,68.835,1,72.87166666666667,3,45.708333333333336,9
1,Bragantino,64.94500000000001,2,59.800000000000004,7,46.07,7
2,Palmeiras,64.52666666666666,3,73.81333333333333,2,76.47333333333331,1
3,Corinthians,62.69,4,68.18,5,47.195,6
4,Atlético-MG,61.09166666666666,5,68.38333333333333,4,58.306666666666665,3
5,Athletico-PR,59.79999999999999,6,57.458333333333336,8,62.89166666666666,2
6,Internacional,56.655,7,59.89000000000001,6,49.71,5
7,Fortaleza,53.671666666666674,8,51.089999999999996,12,38.12666666666667,14
8,Flamengo,53.63666666666666,9,76.25500000000001,1,29.778333333333336,19
9,São Paulo,52.018333333333324,10,55.09,9,41.60166666666667,11
10,Santos,51.32333333333333,11,50.559999999999995,14,46.0,8
11,Botafogo,48.93000000000001,12,49.091666666666676,15,39.438333333333325,12
12,Cuiabá,47.089999999999996,13,50.61666666666667,13,30.254999999999995,18
13,Coritiba,45.29,14,52.50833333333335,11,43.345000000000006,10
14,Atlético-GO,44.291666666666664,15,48.41833333333332,16,38.04166666666667,15
15,Ceará,42.72833333333333,16,36.56666666666667,20,55.15833333333333,4
16,América-MG,42.14666666666666,17,55.056666666666665,10,27.254999999999995,20
17,Avaí,38.71,18,42.419999999999995,18,30.691666666666663,17
18,Goiás,38.473333333333336,19,47.58166666666667,17,37.818333333333335,16
19,Juventude,38.14666666666667,20,38.126666666666665,19,39.074999999999996,13
