,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Coritiba,68.78166666666667,1,90.72666666666667,1,46.83666666666667,9
1,Atlético-MG,68.41666666666667,2,72.4625,6,60.325,1
2,Santos,59.528333333333336,3,77.05666666666667,4,42.00000000000001,12
3,Palmeiras,59.181666666666665,4,60.786,9,51.16,3
4,Flamengo,58.908,5,73.19999999999999,5,49.379999999999995,7
5,Corinthians,55.97999999999999,6,79.53,2,50.483999999999995,4
6,São Paulo,55.07333333333333,7,71.2,7,38.946666666666665,14
7,Botafogo,54.23499999999999,8,49.196666666666665,14,59.27333333333333,2
8,Bragantino,53.690000000000005,9,62.873333333333335,8,44.50666666666667,10
9,Internacional,52.29,10,56.580000000000005,10,48.0,8
10,Avaí,50.400000000000006,11,50.86500000000001,12,49.470000000000006,6
11,Fluminense,46.98333333333333,12,49.85666666666666,13,44.10999999999999,11
12,Cuiabá,45.655,13,37.47500000000001,16,49.745,5
13,Athletico-PR,43.08166666666667,14,55.79,11,23.03,20
14,América-MG,42.05833333333334,15,77.94500000000002,3,24.115,19
15,Goiás,41.083333333333336,16,44.07333333333333,15,38.093333333333334,15
16,Juventude,35.61833333333333,17,36.32666666666666,17,34.91,16
17,Atlético-GO,34.38833333333333,18,35.78333333333334,18,32.99333333333333,17
18,Fortaleza,29.498,19,32.019999999999996,19,27.816666666666666,18
19,Ceará,22.12,20,19.059999999999995,20,40.855,13
