,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,76.16166666666666,1,82.18166666666667,1,53.598333333333336,5
1,Internacional,68.87333333333333,2,79.855,2,52.05500000000001,7
2,Botafogo,57.81833333333333,3,48.053333333333335,13,58.43666666666667,2
3,Corinthians,57.25666666666666,4,60.12833333333333,9,39.10999999999999,10
4,América-MG,56.36333333333332,5,63.87166666666666,6,54.6,4
5,Fortaleza,56.326666666666675,6,69.23833333333333,4,61.92499999999999,1
6,Atlético-MG,53.96333333333333,7,51.0,11,57.18166666666667,3
7,Flamengo,53.92833333333334,8,76.76666666666665,3,52.94499999999999,6
8,Fluminense,49.779999999999994,9,67.16166666666666,5,27.16333333333333,19
9,Coritiba,49.28999999999999,10,60.62499999999999,8,32.525,17
10,São Paulo,44.053333333333335,11,44.306666666666665,16,49.035000000000004,8
11,Bragantino,42.236666666666665,12,49.565,12,34.90833333333333,15
12,Santos,42.029999999999994,13,61.32500000000001,7,37.485,13
13,Athletico-PR,39.07333333333333,14,54.63833333333333,10,39.01833333333333,11
14,Cuiabá,37.79833333333333,15,47.671666666666674,15,34.54333333333334,16
15,Atlético-GO,35.54333333333334,16,36.14333333333333,19,35.690000000000005,14
16,Avaí,33.89666666666666,17,31.205,20,31.201666666666664,18
17,Goiás,32.72833333333333,18,41.255,17,43.72833333333333,9
18,Juventude,31.48833333333333,19,47.94499999999999,14,26.47,20
19,Ceará,31.254999999999995,20,36.39333333333334,18,37.49333333333333,12
