,clube,ranking_clube,fase
0,Palmeiras,1,86.67
1,Fluminense,3,86.67
2,Botafogo,8,66.67
3,Internacional,2,66.67
4,Coritiba,15,53.33
5,Corinthians,4,53.33
6,Fortaleza,10,53.33
7,Atlético-MG,7,53.33
8,América-MG,9,46.67
9,São Paulo,11,46.67
10,Flamengo,5,46.67
11,Cuiabá,16,46.67
12,Bragantino,14,40.0
13,Atlético-GO,17,33.33
14,Goiás,13,33.33
15,Athletico-PR,6,26.67
16,Santos,12,26.67
17,Avaí,19,26.67
18,Juventude,20,6.67
19,Ceará,18,0.0
