,clube,xGA_geral
0,Atlético-MG,0.9159101453178975
1,Flamengo,0.9464829169107163
2,Palmeiras,1.0216046989332415
3,Fluminense,1.1307895535984782
4,Corinthians,1.145019078709324
5,Internacional,1.1529980989010096
6,São Paulo,1.178267392639623
7,Fortaleza,1.189562226395722
8,Cuiabá,1.2376801879501074
9,Bragantino,1.2755217239844157
10,Ceará,1.3231057591681898
11,Botafogo,1.3722264775672484
12,América-MG,1.395410412123621
13,Santos,1.428216404558455
14,Coritiba,1.4399091778163986
15,Atlético-GO,1.4895807817829603
16,Athletico-PR,1.497108804803747
17,Juventude,1.5180916449114243
18,Avaí,1.5755131150153407
19,Goiás,1.7864657095568757
