,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1300,Kuscevic,98619,Palmeiras,ZAG,5.0,13.2,Coritiba,visitante,2.6,7.8999999999999995
1301,Pablo,69138,Athletico-PR,ATA,3.375,7.333333333333333,Fortaleza,visitante,5.6,6.466666666666667
1302,Marcos Rocha,63013,Palmeiras,LAT,4.58,9.6,Coritiba,visitante,2.6,6.1
1303,Marcelo Lomba,68872,Palmeiras,GOL,10.0,9.5,Coritiba,visitante,2.6,6.05
1304,Gustavo Gómez,71684,Palmeiras,ZAG,6.875,9.15,Coritiba,visitante,2.6,5.875
1305,Arrascaeta,87863,Flamengo,MEI,10.200000000000001,8.225,Internacional,visitante,3.5,5.8625
1306,Óscar Ruíz,71691,Juventude,ATA,5.08,10.0,Corinthians,visitante,1.25,5.625
1307,Bryan García,110013,Athletico-PR,MEI,0.9333333333333335,0.0,Fortaleza,visitante,5.6,5.6
1308,Rony,91607,Palmeiras,ATA,5.716666666666668,8.533333333333333,Coritiba,visitante,2.6,5.566666666666666
1309,Léo Ortiz,97867,Bragantino,ZAG,7.8,7.2,Cuiabá,visitante,3.925,5.5625
1310,Jorge,88065,Palmeiras,LAT,0.7333333333333334,8.5,Coritiba,visitante,2.6,5.55
1311,Matheus Felipe,102310,Athletico-PR,ZAG,2.5250000000000004,5.5,Fortaleza,visitante,5.6,5.55
1312,Mendoza,90031,Ceará,ATA,5.225,9.08,Goiás,visitante,1.75,5.415
1313,Marcos Leonardo,109497,Santos,ATA,6.06,8.75,Atlético-MG,visitante,1.9799999999999998,5.365
1314,Miguel,105612,Bragantino,MEI,2.466666666666667,6.7,Cuiabá,visitante,3.925,5.3125
1315,Hyoran,85931,Bragantino,MEI,-0.4,6.4,Cuiabá,visitante,3.925,5.1625
1316,Luiz Felipe Scolari,43618,Athletico-PR,TEC,4.165,4.69,Fortaleza,visitante,5.6,5.145
1317,Zé Rafael,82455,Palmeiras,MEI,6.533333333333334,7.366666666666667,Coritiba,visitante,2.6,4.983333333333333
1318,Léo Cittadini,70986,Athletico-PR,MEI,1.0999999999999999,4.3,Fortaleza,visitante,5.6,4.949999999999999
1319,Vitor Roque,114802,Athletico-PR,ATA,0.7333333333333334,4.266666666666667,Fortaleza,visitante,5.6,4.933333333333334
1320,Busanello,97537,Juventude,LAT,1.2,8.6,Corinthians,visitante,1.25,4.925
1321,Gomes,107109,Flamengo,MEI,3.85,6.233333333333333,Internacional,visitante,3.5,4.866666666666667
1322,Hugo Moura,101594,Athletico-PR,MEI,3.2750000000000004,4.033333333333333,Fortaleza,visitante,5.6,4.816666666666666
