,clube,xG_total,xGA_total,xG_saldo
0,Flamengo,36.13881741937242,19.82645645172403,16.31236096764839
1,Palmeiras,36.49667835505463,21.57500116627265,14.921677188781977
2,Atlético-MG,32.59109613417154,19.1068368923751,13.484259241796444
3,Fluminense,31.174035416773716,24.792172103285743,6.3818633134879725
4,Internacional,31.458904666062892,26.14630485639116,5.312599809671731
5,Fortaleza,28.32334367987388,24.187780728028024,4.135562951845856
6,Bragantino,31.260847833089915,27.987862965041856,3.2729848680480593
7,São Paulo,28.744881249145166,25.980403768879484,2.7644774802656826
8,Atlético-GO,29.569792012723426,29.064692377166388,0.5050996355570376
9,Ceará,26.78718819664195,26.8090574781763,-0.021869281534350193
10,Coritiba,28.609471373116634,29.34804706174712,-0.7385756886304868
11,Corinthians,22.610855591418286,23.83518382899276,-1.2243282375744755
12,América-MG,27.280610229453174,31.68126674016207,-4.400656510708895
13,Botafogo,24.352786555648876,29.45631651619349,-5.103529960544613
14,Santos,27.07560416942998,32.38216972264754,-5.30656555321756
15,Cuiabá,20.8560855293226,26.74513408171289,-5.8890485523902925
16,Juventude,24.031484981165185,31.03701008010993,-7.005525098944744
17,Athletico-PR,22.929517194554464,33.57090432571556,-10.641387131161096
18,Avaí,21.706345711604552,33.343470848548584,-11.637125136944032
19,Goiás,23.37775739891444,38.500031704367025,-15.122274305452585
