,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,1.8888888888888888,0.6666666666666666,1.5714285714285714,0.5714285714285714,1.7301587301587302,0.6190476190476191,1.2222222222222223,1.0,1.1111111111111112
1,Fluminense,2.111111111111111,1.1111111111111112,0.875,0.75,1.4930555555555556,0.9305555555555556,1.0,0.125,0.5625
2,Internacional,1.75,1.0,1.0,0.7777777777777778,1.375,0.8888888888888888,0.75,0.2222222222222222,0.48611111111111116
3,Atlético-MG,1.5555555555555556,0.8888888888888888,1.25,1.125,1.4027777777777777,1.0069444444444444,0.6666666666666667,0.125,0.39583333333333326
4,Bragantino,1.6666666666666667,0.8888888888888888,1.375,1.375,1.5208333333333335,1.1319444444444444,0.7777777777777779,0.0,0.38888888888888906
5,Flamengo,1.7142857142857142,0.5714285714285714,0.8888888888888888,1.3333333333333333,1.3015873015873014,0.9523809523809523,1.1428571428571428,-0.4444444444444444,0.3492063492063491
6,Santos,1.4444444444444444,0.8888888888888888,0.875,0.875,1.1597222222222223,0.8819444444444444,0.5555555555555556,0.0,0.2777777777777779
7,São Paulo,1.75,1.125,0.8888888888888888,1.1111111111111112,1.3194444444444444,1.1180555555555556,0.625,-0.22222222222222232,0.20138888888888884
8,Athletico-PR,1.25,0.875,1.0,1.1111111111111112,1.125,0.9930555555555556,0.375,-0.11111111111111116,0.13194444444444442
9,Ceará,1.125,1.25,1.0,0.8888888888888888,1.0625,1.0694444444444444,-0.125,0.11111111111111116,-0.00694444444444442
10,Corinthians,1.0,0.25,1.0,2.0,1.0,1.125,0.75,-1.0,-0.125
11,Goiás,1.25,1.0,0.6666666666666666,1.2222222222222223,0.9583333333333333,1.1111111111111112,0.25,-0.5555555555555557,-0.1527777777777779
12,Cuiabá,0.75,0.5,0.7777777777777778,1.4444444444444444,0.7638888888888888,0.9722222222222222,0.25,-0.6666666666666666,-0.20833333333333337
13,Atlético-GO,1.1111111111111112,0.8888888888888888,0.75,1.625,0.9305555555555556,1.2569444444444444,0.22222222222222232,-0.875,-0.32638888888888884
14,Botafogo,0.875,1.25,1.0,1.3333333333333333,0.9375,1.2916666666666665,-0.375,-0.33333333333333326,-0.3541666666666665
15,Fortaleza,0.4444444444444444,0.6666666666666666,1.25,1.75,0.8472222222222222,1.2083333333333333,-0.2222222222222222,-0.5,-0.36111111111111105
16,Coritiba,1.4444444444444444,1.0,0.875,2.125,1.1597222222222223,1.5625,0.4444444444444444,-1.25,-0.4027777777777777
17,América-MG,1.125,1.0,0.3333333333333333,1.4444444444444444,0.7291666666666666,1.2222222222222223,0.125,-1.1111111111111112,-0.4930555555555557
18,Avaí,1.6666666666666667,1.3333333333333333,0.5,1.875,1.0833333333333335,1.6041666666666665,0.3333333333333335,-1.375,-0.520833333333333
19,Juventude,0.5555555555555556,1.4444444444444444,1.0,1.75,0.7777777777777778,1.5972222222222223,-0.8888888888888888,-0.75,-0.8194444444444445
