,atleta_id,apelido,ranking
0,87999,Gustavo Scarpa,1
1,102130,Piquerez,2
2,87863,Arrascaeta,3
3,97653,Murilo,4
4,91607,Rony,5
5,101727,Matheuzinho,6
6,83257,Gabriel,7
7,39148,Hulk,8
8,110506,Abel Ferreira,9
9,40990,Dorival Júnior,10
10,89840,Calleri,11
11,71631,Weverton,12
12,73800,Rodrigo Caio,13
13,90285,Bruno Henrique,14
14,102878,Terans,15
15,68920,Dudu,16
16,79631,Cano,17
17,71684,Gustavo Gómez,18
18,38509,Diego Alves,19
19,82455,Zé Rafael,20
