,clube,xG_total,xGA_total,xG_saldo
0,Flamengo,46.962894883199674,25.137737389278282,21.82515749392139
1,Palmeiras,48.41324758753841,27.605878151863244,20.807369435675163
2,Atlético-MG,44.46787432071932,26.29647307028079,18.171401250438528
3,Internacional,42.279642715038804,32.66827266658903,9.611370048449771
4,Fluminense,38.350359827402535,32.46754163912361,5.882818188278925
5,São Paulo,39.294242927247225,34.48319672561465,4.811046201632578
6,Fortaleza,38.613521060647514,33.89329002614704,4.720231034500472
7,América-MG,42.259461108833605,40.46041696778112,1.7990441410524838
8,Corinthians,33.560080523039794,32.28890454191043,1.2711759811293604
9,Bragantino,39.049600252785766,39.42501774966878,-0.37541749688301707
10,Atlético-GO,40.12611446138408,41.34386239873888,-1.217747937354801
11,Coritiba,35.72968491284459,40.12028989858541,-4.390604985740822
12,Ceará,33.9613662141884,38.36779313052641,-4.406426916338006
13,Cuiabá,30.11985161893481,35.07537157586508,-4.955519956930267
14,Santos,36.5328680965468,42.61462976893096,-6.081761672384161
15,Botafogo,33.96960275736365,40.389763716210226,-6.420160958846573
16,Athletico-PR,31.947380387785046,44.32505573180492,-12.377675344019877
17,Juventude,31.46780080479392,43.99776658149829,-12.529965776704369
18,Avaí,31.267205795128973,44.22752717606531,-12.960321380936335
19,Goiás,28.58689189838495,51.77090324732539,-23.184011348940444
