,clube,xG_mean,xG_total
0,Palmeiras,1.6873913370293099,47.24695743682067
1,Flamengo,1.680430873148545,47.0520644481592
2,Atlético-MG,1.53501074706746,44.515311664956286
3,Internacional,1.4545885229632278,42.183067165933636
4,América-MG,1.4397766971253214,41.75352421663431
5,Bragantino,1.3720983996215632,39.790853589025296
6,São Paulo,1.411398319969741,39.51915295915272
7,Fluminense,1.3582772366530587,39.390039862938686
8,Atlético-GO,1.3446000496778108,38.99340144065653
9,Fortaleza,1.3023581369061856,37.76838597027939
10,Santos,1.2674046581837262,36.75473508732806
11,Coritiba,1.2656420492938032,35.437977380226506
12,Botafogo,1.1804700850896785,34.23363246760068
13,Corinthians,1.1765521565595098,34.120012540225794
14,Ceará,1.1481187424997301,33.295443532492165
15,Juventude,1.1244808886162923,32.60994576987247
16,Avaí,1.0954108925859507,31.766915884992592
17,Athletico-PR,1.0705776712274806,31.04675246559694
18,Cuiabá,1.0447914279171997,30.298951409598768
19,Goiás,1.001190203306171,29.034515895878954
