,clube,xG_mean,xG_total
0,Palmeiras,1.7317230962852521,48.48824669598703
1,Flamengo,1.6923493317942049,47.38578129023772
2,Internacional,1.4711174662608437,44.13352398782533
3,Atlético-MG,1.4869070526408634,43.12030452658506
4,Atlético-GO,1.41905950081153,41.15272552353431
5,América-MG,1.381670837707705,40.068454293523395
6,São Paulo,1.3574147726471686,39.365028406767884
7,Fluminense,1.335992601702029,38.74378544935887
8,Santos,1.2954563304358564,37.56823358263982
9,Bragantino,1.2937559837056731,37.51892352746453
10,Fortaleza,1.2799572323030002,37.11875973678698
11,Corinthians,1.229141685744618,35.64510888659391
12,Coritiba,1.2728664321551182,35.64026010034331
13,Botafogo,1.1725940356842552,34.0052270348434
14,Ceará,1.1432363127634015,33.15385307013867
15,Athletico-PR,1.1279261450196651,32.70985820557029
16,Avaí,1.077446661762174,31.245953191103055
17,Cuiabá,1.0563465259158213,30.634049251558853
18,Juventude,1.053288434556022,30.545364602124618
19,Goiás,0.9945429610181963,28.84174586952769
