,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
1,Flamengo,1.6666666666666667,0.6666666666666666,0.8571428571428571,1.5714285714285714
2,Botafogo,1.0,1.2857142857142858,1.1428571428571428,1.4285714285714286
3,Corinthians,1.1428571428571428,0.2857142857142857,1.1428571428571428,1.1428571428571428
4,Fluminense,1.4285714285714286,1.2857142857142858,0.7142857142857143,0.5714285714285714
5,Palmeiras,2.2857142857142856,0.5714285714285714,1.8333333333333333,0.6666666666666666
6,São Paulo,1.7142857142857142,0.8571428571428571,0.8571428571428571,1.2857142857142858
7,Santos,1.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571
8,Bragantino,1.5714285714285714,1.0,1.1428571428571428,1.5714285714285714
9,Atlético-MG,1.625,1.0,1.1666666666666667,1.3333333333333333
10,Internacional,1.8571428571428572,1.1428571428571428,1.1428571428571428,0.8571428571428571
11,Juventude,0.5714285714285714,1.5714285714285714,0.8571428571428571,1.7142857142857142
12,Goiás,1.1428571428571428,1.0,0.8571428571428571,1.4285714285714286
13,Athletico-PR,1.4285714285714286,1.0,0.8571428571428571,1.1428571428571428
14,Coritiba,1.2857142857142858,0.8571428571428571,1.0,2.142857142857143
15,Avaí,1.8571428571428572,1.4285714285714286,0.5714285714285714,1.5714285714285714
16,América-MG,1.3333333333333333,0.8333333333333334,0.375,1.5
17,Ceará,0.8333333333333334,1.3333333333333333,1.0,0.75
18,Fortaleza,0.5,0.75,1.3333333333333333,1.8333333333333333
19,Atlético-GO,1.2857142857142858,0.7142857142857143,0.8571428571428571,1.7142857142857142
20,Cuiabá,0.5714285714285714,0.5714285714285714,0.7142857142857143,1.5714285714285714
