,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,17.0,Athletico-PR,Internacional,40.551062627736336,29.136716214494225,32.01540719458541,29.854521199072394,24.904158489929596
1,17.0,Flamengo,Coritiba,,,,28.149663943366907,14.758776057492677
2,17.0,Avaí,Santos,32.307396337037154,29.03819289076365,40.591642743328315,22.996672286066406,29.49127864996359
3,17.0,Ceará,Corinthians,,,,36.6762540018102,32.34897583532827
4,17.0,Juventude,Goiás,40.478683759725754,28.597788652320517,32.85934976286807,27.15420815180474,26.137277358914908
5,17.0,São Paulo,Fluminense,44.83971205804591,28.418344305318573,28.48694728133314,30.344518245466023,21.938410364115214
6,17.0,Botafogo,Atlético-MG,29.16227721204994,28.849485841840306,43.85686481455807,24.01801853288374,29.758237588848026
7,17.0,Atlético-GO,Fortaleza,42.52601676837177,28.965176768689428,30.378057153274437,33.07171885899291,24.23193287377324
8,17.0,América-MG,Bragantino,35.42473361973753,29.252223083673655,37.22849601762192,26.031224711495067,30.012856344546492
9,17.0,Palmeiras,Cuiabá,63.55948788449158,21.38349139083013,16.964877314991977,44.16032732503863,14.57331731453049
