,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,88.94166666666666,1,64.18166666666666,6,81.12666666666668,1
1,Atlético-MG,64.63499999999999,2,73.526,2,60.43333333333334,2
2,Coritiba,62.12666666666667,3,91.635,1,41.803999999999995,12
3,Corinthians,58.830000000000005,4,60.655,7,53.833333333333336,3
4,Internacional,52.945000000000014,5,54.1075,9,49.026,6
5,Flamengo,52.400000000000006,6,64.2825,5,49.1725,5
6,Athletico-PR,50.89000000000001,7,53.46,10,32.562,18
7,Botafogo,47.126666666666665,8,46.1975,14,49.986000000000004,4
8,Santos,46.800000000000004,9,64.584,4,44.9175,9
9,São Paulo,46.163333333333334,10,65.9725,3,40.714,13
10,Goiás,45.163333333333334,11,42.8175,16,37.474000000000004,16
11,Atlético-GO,44.27833333333333,12,43.20199999999999,15,36.035,17
12,América-MG,44.11000000000001,13,60.5725,8,28.455999999999996,20
13,Fluminense,42.163333333333334,14,47.5925,12,44.116,10
14,Ceará,41.766666666666666,15,23.919999999999998,20,45.71,8
15,Avaí,40.055,16,47.434,13,38.752500000000005,15
16,Juventude,39.654999999999994,17,38.465999999999994,17,39.137499999999996,14
17,Bragantino,36.980000000000004,18,52.99250000000001,11,42.352500000000006,11
18,Cuiabá,33.781666666666666,19,31.472499999999997,18,46.386,7
19,Fortaleza,32.708333333333336,20,31.200000000000003,19,32.235,19
