,clube,ranking_clube,fase
0,Flamengo,9,
1,América-MG,14,
2,Ceará,15,
3,Goiás,18,
4,Cuiabá,4,
5,Botafogo,12,
6,Corinthians,3,
7,Coritiba,10,
8,Internacional,5,
9,São Paulo,11,
10,Palmeiras,8,
11,Athletico-PR,16,
12,Bragantino,7,
13,Atlético-MG,2,
14,Atlético-GO,17,
15,Juventude,19,
16,Fortaleza,20,
17,Fluminense,13,
18,Avaí,6,
19,Santos,1,
