,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Athletico-PR,Internacional,44.53909505620479,28.165951112618476,27.29493953247416,38.59904239814479,27.25831697985919
1,Flamengo,Coritiba,57.06722391974526,23.6587708995784,19.273793589784663,40.929327886733816,17.787552114985353
2,Avaí,Santos,26.819430390421807,27.375696883153573,45.80484948982747,25.48334457213281,37.64255729992718
3,Ceará,Corinthians,32.95595072031946,36.13842559078399,30.90562354462896,47.1025080036204,45.46795167065654
4,Juventude,Goiás,30.197694471665535,28.66413518773078,41.13816164815476,29.378416303609473,36.57455471782982
5,São Paulo,Fluminense,43.04995743017639,28.362384940877845,28.58764596771075,37.589036490932045,28.096820728230426
6,Botafogo,Atlético-MG,31.3370277145812,28.207417770169236,40.45554393862373,28.85603706576748,34.71647517769605
7,Atlético-GO,Fortaleza,47.058007015072036,30.407567923623134,22.53441913784188,48.30343771798582,30.32386574754648
8,América-MG,Bragantino,29.343563409013385,30.180637504989217,40.47579522010126,32.272449422990135,40.01571268909298
9,Palmeiras,Cuiabá,73.8360176103093,19.786413037119218,6.377200642705924,70.23065465007726,16.00663462906098
