,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,83.06625,1,82.15999999999998,1,83.9725,1
1,Corinthians,65.16233333333334,2,69.818,3,60.50666666666667,2
2,Atlético-MG,64.4985,3,69.545,5,59.452,3
3,Coritiba,57.83583333333333,4,72.32666666666667,2,43.345,10
4,Flamengo,54.57633333333334,5,69.666,4,39.48666666666667,14
5,Internacional,53.47985714285714,6,56.574,9,50.38571428571429,5
6,São Paulo,52.73357142857143,7,68.53,6,36.93714285714286,17
7,Santos,52.576833333333326,8,61.801666666666655,7,43.352,9
8,Bragantino,52.08283333333334,9,61.491666666666674,8,42.67400000000001,12
9,Athletico-PR,50.68833333333333,10,52.931666666666665,11,48.445,6
10,Botafogo,47.754999999999995,11,49.56333333333333,13,45.946666666666665,7
11,Fluminense,47.72749999999999,12,51.946666666666665,12,43.508333333333326,8
12,Ceará,45.39533333333333,13,39.614,18,51.17666666666667,4
13,Avaí,43.84583333333333,14,48.401666666666664,14,39.29,15
14,Atlético-GO,43.2125,15,43.964999999999996,15,42.46,13
15,América-MG,41.54833333333333,16,55.31,10,27.786666666666665,20
16,Goiás,38.61416666666667,17,39.38166666666667,19,37.84666666666667,16
17,Cuiabá,38.51433333333333,18,33.992,20,43.03666666666667,11
18,Juventude,37.995666666666665,19,40.27333333333333,16,35.718,18
19,Fortaleza,37.16833333333334,20,40.23666666666667,17,34.1,19
