,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Corinthians,Juventude,78.25334904962031,15.272189733099125,6.471347137546461,60.25646761019912,9.885421051420948
1,Atlético-MG,Santos,36.44139188695805,28.880889336583408,34.67771268140829,33.352921374023964,32.19782355196311
2,Fluminense,Atlético-GO,57.80970015810809,25.84568944073453,16.344547853017467,51.19911648198183,21.879484772655907
3,Cuiabá,Bragantino,23.4057287614062,39.553450631870724,37.04082054128213,46.62503518860188,58.19342926302041
4,Internacional,Flamengo,45.58551842215438,30.87740531115486,23.537071913188274,47.6758408613349,31.46435667312799
5,São Paulo,América-MG,65.20312042849694,19.189635093228492,15.605153091549942,37.30455449052331,10.932434196604794
6,Goiás,Ceará,45.497773986530085,26.012335432457835,28.48984248676276,33.08155056410019,22.998225206144923
7,Coritiba,Palmeiras,15.679103910745695,29.63243333563686,54.68845167866814,28.024645067503563,58.45772000813232
8,Fortaleza,Athletico-PR,31.04786692568848,36.1601098789345,32.79202305336899,45.61903282352309,47.00993664663643
9,Botafogo,Avaí,50.44408315185386,23.971868066454675,25.58386093570091,31.896532012733147,18.238850590847242
