,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,2.0,0.5,1.6666666666666667,0.3333333333333333,1.8333333333333335,0.41666666666666663,1.5,1.3333333333333335,1.416666666666667
1,São Paulo,2.5,1.0,1.0,1.3333333333333333,1.75,1.1666666666666665,1.5,-0.33333333333333326,0.5833333333333335
2,Corinthians,1.25,0.5,1.1666666666666667,1.1666666666666667,1.2083333333333335,0.8333333333333334,0.75,0.0,0.3750000000000001
3,Coritiba,1.8,0.6,1.0,1.6,1.4,1.1,1.2000000000000002,-0.6000000000000001,0.2999999999999998
4,Santos,1.5,0.6666666666666666,0.75,1.0,1.125,0.8333333333333333,0.8333333333333334,-0.25,0.29166666666666674
5,Internacional,1.25,1.0,1.0,0.8333333333333334,1.125,0.9166666666666667,0.25,0.16666666666666663,0.20833333333333326
6,Atlético-MG,1.6,1.0,1.4,1.6,1.5,1.3,0.6000000000000001,-0.20000000000000018,0.19999999999999996
7,Fluminense,1.6,1.4,0.8,0.8,1.2000000000000002,1.1,0.20000000000000018,0.0,0.10000000000000009
8,Bragantino,1.1666666666666667,0.8333333333333334,0.75,1.0,0.9583333333333334,0.9166666666666667,0.33333333333333337,-0.25,0.04166666666666663
9,Flamengo,1.25,1.0,1.0,1.2,1.125,1.1,0.25,-0.19999999999999996,0.02499999999999991
10,América-MG,1.6,1.0,0.6,1.4,1.1,1.2,0.6000000000000001,-0.7999999999999999,-0.09999999999999987
11,Goiás,1.25,1.0,1.0,1.5,1.125,1.25,0.25,-0.5,-0.125
12,Athletico-PR,1.0,0.8,1.0,1.6,1.0,1.2000000000000002,0.19999999999999996,-0.6000000000000001,-0.20000000000000018
13,Ceará,1.0,1.75,1.1666666666666667,0.8333333333333334,1.0833333333333335,1.2916666666666667,-0.75,0.33333333333333337,-0.20833333333333326
14,Cuiabá,0.6,0.6,1.0,1.6,0.8,1.1,0.0,-0.6000000000000001,-0.30000000000000004
15,Botafogo,1.5,1.75,0.8333333333333334,1.3333333333333333,1.1666666666666667,1.5416666666666665,-0.25,-0.4999999999999999,-0.3749999999999998
16,Avaí,1.6,1.2,0.6,1.8,1.1,1.5,0.40000000000000013,-1.2000000000000002,-0.3999999999999999
17,Atlético-GO,1.0,0.6666666666666666,0.5,1.75,0.75,1.2083333333333333,0.33333333333333337,-1.25,-0.45833333333333326
18,Fortaleza,0.5,1.0,1.0,1.5,0.75,1.25,-0.5,-0.5,-0.5
19,Juventude,0.5,1.5,1.25,1.75,0.875,1.625,-1.0,-0.5,-0.75
