,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,10.0,Cuiabá,Corinthians,,,,24.943801587876646,35.05152786254618
1,10.0,América-MG,Ceará,45.68619980913951,27.7794761010819,28.356612514881252,33.10987022692479,19.278373558958336
2,10.0,Juventude,Athletico-PR,,,,30.842818792694864,27.56193101886157
3,10.0,Bragantino,Flamengo,,,,34.137307858698286,30.710097143191664
4,10.0,Atlético-GO,Avaí,,,,31.625321271837777,27.962205405880212
5,10.0,Fluminense,Atlético-MG,,,,27.08004705911278,39.693171890650774
6,10.0,Santos,Internacional,45.66421219188667,29.404825689104985,26.605355403707772,38.54464169889563,21.99960738955808
7,10.0,Palmeiras,Botafogo,62.42193602698046,21.180480828856773,18.149146490965787,42.16186508502901,13.917430708739168
8,10.0,Fortaleza,Goiás,,,,26.50179103553277,29.553540481945767
9,10.0,Coritiba,São Paulo,41.80504988547835,25.42121344980194,34.56561683494892,20.618107972509314,13.238861928765687
