,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,93.32333333333334,1,75.98166666666667,1,83.9725,1
1,Corinthians,65.95666666666666,2,69.81800000000001,3,53.833333333333336,3
2,Atlético-MG,62.92666666666667,3,69.545,4,59.997499999999995,2
3,Athletico-PR,55.55833333333334,4,53.46,10,45.36166666666667,8
4,Coritiba,53.96333333333334,5,72.32666666666667,2,41.803999999999995,13
5,Ceará,51.36000000000001,6,23.919999999999998,20,51.17666666666667,4
6,São Paulo,50.79999999999999,7,68.53,5,39.20166666666666,16
7,Fluminense,50.12666666666667,8,51.946666666666665,12,44.116,10
8,Atlético-GO,49.895,9,43.964999999999996,15,44.122,9
9,Internacional,48.910000000000004,10,56.574,9,46.72833333333333,5
10,Santos,43.94499999999999,11,61.801666666666655,7,43.352,11
11,Flamengo,43.77833333333333,12,64.2825,6,39.48666666666667,14
12,Fortaleza,42.163333333333334,13,40.23666666666667,17,32.235,19
13,Goiás,41.108333333333334,14,39.25,18,37.84666666666667,17
14,Juventude,39.83833333333333,15,40.27333333333333,16,35.718,18
15,Botafogo,38.38333333333333,16,44.028000000000006,14,45.94666666666668,7
16,Bragantino,35.451666666666675,17,56.72800000000001,8,42.674,12
17,Avaí,35.09166666666666,18,47.434,13,39.29,15
18,Cuiabá,32.30833333333333,19,33.992,19,46.386,6
19,América-MG,31.183333333333337,20,52.124,11,27.786666666666665,20
