,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,2.1355357081854067,0.7301823968864517,1.4156520403615191,1.1087238160941315
1,Botafogo,1.0197145872496136,1.23014996674004,1.0832870784462576,1.2970535312294902
2,Corinthians,0.7799655755138565,1.5076877127260264,0.9186922524099774,1.1538185259873626
3,Fluminense,1.4271186208408775,0.7930216943149059,0.7581264891934492,1.7222930422782736
4,Palmeiras,1.8717084293792432,0.9743460904779395,2.1944737084494452,0.9607685808364832
5,São Paulo,1.5083653315171126,0.6433503836110241,1.400340045916058,1.676828811448622
6,Santos,1.4479311045582763,1.45814872785853,0.8770080617020524,1.3174598447438746
7,Bragantino,0.9635842135263968,1.1645270354356028,1.2627096950933956,1.4483562082337962
8,Atlético-MG,1.9955561442323648,0.8467470032468187,1.7424671401681486,0.6860515241382529
9,Internacional,1.6588752118544192,1.084118837247681,0.9455499366737499,1.2440410935798454
10,Juventude,1.1948196398961421,1.1200590378059185,0.7429848981911021,1.540607336981062
11,Goiás,0.9346214279033497,2.2095843525479517,1.0163819014080273,1.913628523991835
12,Athletico-PR,1.067162235310648,1.2500516980420553,0.8107832426771594,0.9851415678206137
13,Coritiba,1.8017781140212505,0.4607728814189465,1.2088725361379071,1.702620503313228
14,Avaí,1.475442035454928,0.9578908188643576,0.9910008052644345,1.4168796951257205
15,América-MG,1.1006877529953376,0.7821156041299139,0.9412238918333963,1.763457016165018
16,Ceará,1.4129010802199844,1.5513178109835064,1.3633872309608872,1.5795274734291151
17,Fortaleza,1.6035178139621038,0.6460683655331317,1.0826085160539785,1.0608624348901416
18,Atlético-GO,1.9140752903408176,1.1972203116625888,0.8381699824155122,1.6192923664335932
19,Cuiabá,1.0379539478079358,1.3604458297705466,1.0033129044167184,1.71975343242261
