,clube,ranking_clube,fase
0,Palmeiras,1,100.0
1,Internacional,2,73.33
2,São Paulo,10,73.33
3,Botafogo,9,66.67
4,Fluminense,3,60.0
5,Fortaleza,11,53.33
6,Corinthians,4,53.33
7,Atlético-MG,7,46.67
8,América-MG,8,46.67
9,Coritiba,16,40.0
10,Atlético-GO,18,40.0
11,Athletico-PR,6,40.0
12,Bragantino,12,40.0
13,Flamengo,5,33.33
14,Ceará,15,26.67
15,Cuiabá,17,26.67
16,Avaí,19,26.67
17,Goiás,13,20.0
18,Santos,14,20.0
19,Juventude,20,13.33
