,rodada_id,atleta_id,apelido,clube,posicao,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,iro_gm,irp_gm,ippc_gm_mean,ranking_clube,fase,prob_vitoria_mandante,prob_vitoria_visitante,prob_vitoria,mando,XP_mandante,XP_visitante,XP,media_movel_mandante,media_movel_visitante,media_movel,odds,points_next,binary_prob
1935,19,95058,Moraes,Juventude,LAT,5.67,8.7,1.01,8.56421052631579,2.1052631578947367,35.34179039755349,13.119182321321958,7.353888888888888,8.769997521821734,0.6968318867758789,10.79126213592233,6.0,44.11597087607149,7.701504726614085,44.77442121364637,visitante,0.0,4.193055555555556,0.0,9.233333333333333,6.2,3.2372357723577228,3.3005825242718445,0,1.0
3688,19,63289,Edenílson,Internacional,MEI,12.0,4.7,-0.8,23.164736842105263,7.556390977443606,31.144830484152696,12.501467060143193,11.983333333333333,6.888990028548967,0.31424763912933384,10.79126213592233,6.0,45.56536546436533,28.934978769203113,44.77442121364637,mandante,4.485416666666668,0.0,0.0,7.233333333333333,3.0,3.2372357723577228,3.3005825242718445,0,1.0
3677,19,94916,Nacho Fernández,Atlético-MG,MEI,11.91,6.5,0.41,21.051578947368426,6.315789473684211,37.84959500696521,12.501467060143193,9.022222222222222,6.81899539870605,0.35549029745085325,10.79126213592233,6.0,44.11597087607149,26.80437062030671,44.77442121364637,visitante,0.0,2.972321428571429,0.0,4.666666666666667,2.6500000000000004,3.2372357723577228,3.3005825242718445,0,1.0
3069,19,68690,André,Cuiabá,ATA,3.49,0.0,-0.13,10.047894736842103,4.385964912280701,23.651743960422746,12.501467060143193,6.167777777777778,3.466133274879439,0.44550708519033416,10.79126213592233,5.0,36.179582602418215,28.934978769203113,44.77442121364637,mandante,2.658333333333333,0.0,0.0,1.25,0.45,3.2372357723577228,3.3005825242718445,0,1.0
1992,19,97867,Léo Ortiz,Bragantino,ZAG,10.15,0.0,0.0,5.2631578947368425,1.0526315789473684,34.12983527152212,13.416230248950127,1.1816666666666669,4.7163402752168935,0.2238693384054879,10.79126213592233,10.0,76.59695020171527,28.934978769203113,44.77442121364637,mandante,4.0809523809523816,0.0,0.0,1.9,4.25,3.2372357723577228,3.3005825242718445,0,1.0
3678,19,81091,Jair,Atlético-MG,MEI,7.549999999999999,6.5,0.9,5.2631578947368425,1.3157894736842106,38.977954241658466,12.501467060143193,4.665555555555557,5.544253621227069,0.4833068050651073,10.79126213592233,6.0,44.11597087607149,26.80437062030671,44.77442121364637,visitante,0.0,3.6020833333333337,0.0,4.8,2.2,3.2372357723577228,3.3005825242718445,0,1.0
2009,19,104401,Vitor Mendes,Juventude,ZAG,4.37,0.0,0.0,5.2631578947368425,0.8771929824561402,31.536333492822703,12.647665890552554,3.7327777777777778,4.378114932400803,0.4489002996067605,10.79126213592233,6.0,44.11597087607149,7.701504726614085,44.77442121364637,visitante,0.0,3.2555555555555555,0.0,0.0,0.0,3.2372357723577228,3.3005825242718445,0,1.0
2010,19,82764,Rafael Forster,Juventude,ZAG,5.05,0.0,0.0,0.0,0.0,36.71914166203735,12.959692688148113,2.8472222222222223,6.154142687997357,0.586301487304873,10.79126213592233,6.0,44.11597087607149,7.701504726614085,44.77442121364637,visitante,0.0,3.4118055555555555,0.0,4.449999999999998,2.1500000000000004,3.2372357723577228,3.3005825242718445,0,1.0
2021,19,97768,Reynaldo,Goiás,ZAG,4.14,0.0,0.0,0.0,0.0,30.388375401833617,12.95574136840732,2.1866666666666665,4.097070708288299,0.4649638411098567,10.79126213592233,6.0,50.0593274596571,28.934978769203113,44.77442121364637,mandante,2.6875,0.0,0.0,2.766666666666667,4.05,3.2372357723577228,3.3005825242718445,0,1.0
1943,19,107554,Natanael,Coritiba,LAT,3.61,5.7,1.03,5.2631578947368425,0.0,29.774422199312664,12.660956693317043,0.0,2.5477447363593746,0.3704562462888953,10.79126213592233,5.0,44.11597087607149,25.79801585674313,44.77442121364637,visitante,0.0,2.0,0.0,5.550000000000002,-0.1,3.2372357723577228,3.3005825242718445,0,1.0
3684,19,107498,André,Fluminense,MEI,7.41,5.4,0.39,10.047894736842103,3.5087719298245608,39.66450553717312,12.501467060143193,5.484736842105263,5.9698742457045455,0.5163706380273042,10.79126213592233,11.0,44.11597087607149,26.787723715016327,44.77442121364637,visitante,0.0,3.1933333333333334,0.0,4.199999999999998,4.8,3.2372357723577228,3.3005825242718445,0,1.0
3686,19,95556,Raniele,Avaí,MEI,9.56,5.0,-0.08,5.2631578947368425,1.3157894736842106,36.60170753771144,12.501467060143193,6.267777777777778,7.924261840625575,0.4457993740432158,10.79126213592233,4.0,44.11597087607149,28.757549833207225,44.77442121364637,visitante,0.0,3.5715277777777783,0.0,4.85,1.65,3.2372357723577228,3.3005825242718445,0,1.0
2028,19,106299,Realpe,Bragantino,ZAG,2.95,0.0,0.0,0.0,0.0,27.695092928645234,12.501467060143193,0.6172222222222222,0.5143334044989616,0.08436684465551163,10.79126213592233,10.0,76.59695020171527,28.934978769203113,44.77442121364637,mandante,2.966666666666667,0.0,0.0,0.0,0.0,3.2372357723577228,3.3005825242718445,0,1.0
3687,19,82455,Zé Rafael,Palmeiras,MEI,14.01,4.7,-0.15,18.301578947368426,4.699248120300752,39.850745587042425,12.501467060143193,8.06388888888889,7.232273189719997,0.4127328776115001,10.79126213592233,11.0,44.11597087607149,50.643258991890704,44.77442121364637,visitante,0.0,4.870535714285714,0.0,3.466666666666667,5.533333333333334,3.2372357723577228,3.3005825242718445,0,1.0
2031,19,115502,Ceballos,Fortaleza,ZAG,3.84,0.0,0.0,0.0,0.0,34.803897396479954,13.041616717440562,4.546666666666667,4.979189541148535,0.6602404121222025,10.79126213592233,6.0,44.11597087607149,24.60446305957941,44.77442121364637,visitante,0.0,3.395833333333334,0.0,8.0,4.266666666666667,3.2372357723577228,3.3005825242718445,0,1.0
3689,19,51772,Everton Ribeiro,Flamengo,MEI,10.92,4.7,-1.66,18.475789473684213,8.771929824561402,33.901967139785405,12.501467060143193,7.747222222222222,8.079439876375984,0.577693411710816,10.79126213592233,10.0,69.93025041306163,28.934978769203113,44.77442121364637,mandante,5.897916666666667,0.0,0.0,8.166666666666666,3.2750000000000004,3.2372357723577228,3.3005825242718445,0,1.0
1945,19,101708,Felipe Jonatan,Santos,LAT,5.170000000000001,5.4,0.02,0.0,0.0,25.801752945666042,13.08739996688514,2.2058823529411766,8.843241901452155,0.26070558577028546,10.79126213592233,8.0,41.63881450973223,28.934978769203113,44.77442121364637,mandante,2.95,0.0,0.0,3.233333333333333,3.1,3.2372357723577228,3.3005825242718445,0,1.0
1941,19,63013,Marcos Rocha,Palmeiras,LAT,11.47,6.1,-0.85,15.789473684210524,0.0,46.384364178627216,13.827575202029415,0.39666666666666667,6.952123973400568,0.5865631390429188,10.79126213592233,11.0,44.11597087607149,50.643258991890704,44.77442121364637,visitante,0.0,7.347916666666667,0.0,6.1,11.8,3.2372357723577228,3.3005825242718445,0,1.0
3691,19,62977,Ganso,Fluminense,MEI,7.18,4.6,-0.1,15.422105263157894,1.973684210526316,32.23851540159655,12.501467060143193,4.488421052631579,4.5879589110507135,0.4503661341867136,10.79126213592233,11.0,44.11597087607149,26.787723715016327,44.77442121364637,visitante,0.0,3.9127777777777784,0.0,1.75,5.366666666666667,3.2372357723577228,3.3005825242718445,0,1.0
2042,19,73421,Rafael Vaz,Avaí,ZAG,3.67,-0.1,-0.66,0.0,0.0,25.1903574239502,12.85840603953725,5.7142857142857135,2.049716243429139,0.2509114357474312,10.79126213592233,4.0,44.11597087607149,28.757549833207225,44.77442121364637,visitante,0.0,3.1277777777777778,0.0,1.9,1.7,3.2372357723577228,3.3005825242718445,0,1.0
2048,19,91708,Nino,Fluminense,ZAG,12.33,-0.7,-0.76,0.0,0.0,32.561382306856764,13.67078833173841,2.3694736842105257,5.8685337878299295,0.2573053726910237,10.79126213592233,11.0,44.11597087607149,26.787723715016327,44.77442121364637,visitante,0.0,4.192142857142858,0.0,3.9250000000000007,4.75,3.2372357723577228,3.3005825242718445,0,1.0
3124,19,86227,Morato,Avaí,ATA,10.49,0.0,0.0,15.789473684210524,2.1052631578947367,26.2451532029488,12.501467060143193,9.466666666666667,5.818971153594687,0.2504859768583578,10.79126213592233,4.0,44.11597087607149,28.757549833207225,44.77442121364637,visitante,0.0,3.4611111111111112,0.0,1.65,0.8,3.2372357723577228,3.3005825242718445,0,1.0
