,clube,xG_total,xGA_total,xG_saldo
0,Flamengo,47.0435406319938,25.991949786502616,21.051590845491184
1,Palmeiras,47.29764483468062,28.166435305618684,19.131209529061934
2,Atlético-MG,42.78904458031644,25.646021216734127,17.143023363582316
3,Internacional,41.955166146119964,32.67503763788049,9.280128508239471
4,São Paulo,39.94336190964091,32.081436973872414,7.861924935768499
5,Fluminense,36.50444066157346,31.892420568256025,4.612020093317437
6,América-MG,40.14503743755388,37.97377567170341,2.171261765850474
7,Fortaleza,36.6184571212324,34.735820588920134,1.8826365323122687
8,Bragantino,38.478446318459866,36.649156792664364,1.8292895257955024
9,Atlético-GO,39.76399682966908,39.85391363949046,-0.08991680982137495
10,Corinthians,33.11873487594035,33.450489831753075,-0.33175495581272685
11,Santos,37.26453043571682,40.27322561228662,-3.008695176569802
12,Coritiba,34.2058207250695,38.0302394541079,-3.824418729038399
13,Ceará,32.52249802394398,37.76923052202783,-5.246732498083851
14,Botafogo,34.058991618296105,40.188804242654385,-6.12981262435828
15,Cuiabá,28.788508473259164,35.63465873623129,-6.846150262972124
16,Athletico-PR,31.411547549064423,41.503176351923756,-10.091628802859333
17,Juventude,31.319265828849822,43.89393642398806,-12.574670595138237
18,Avaí,30.53940247821042,44.92563853250735,-14.38623605429693
19,Goiás,27.919649858807617,50.35271844927563,-22.43306859046801
