,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1705,Busanello,97537,Juventude,LAT,1.2,8.6,Palmeiras,visitante,4.0,6.3
1706,Fernando Miguel,71571,Fortaleza,GOL,6.5,9.625,Fluminense,visitante,2.8,6.2125
1707,Habraão,115270,Fortaleza,ZAG,5.25,9.399999999999999,Fluminense,visitante,2.8,6.1
1708,Emmanuel Martínez,103388,América-MG,MEI,3.25,6.6,Botafogo,visitante,5.0,5.8
1709,Brítez,101995,Fortaleza,LAT,8.4,8.775,Fluminense,visitante,2.8,5.7875
1710,Matheus Cavichioli,72580,América-MG,GOL,4.5285714285714285,6.5,Botafogo,visitante,5.0,5.75
1711,Pegorari,82540,Juventude,GOL,1.6666666666666667,6.75,Palmeiras,visitante,4.0,5.375
1712,Mastriani,102561,América-MG,ATA,0.3,0.0,Botafogo,visitante,5.0,5.0
1713,Marcos Leonardo,109497,Santos,ATA,6.258333333333333,5.075,Ceará,visitante,4.7727272727272725,4.923863636363636
1714,Luan Cândido,100848,Bragantino,LAT,7.118181818181818,6.655555555555556,Atlético-MG,visitante,3.0749999999999997,4.865277777777778
1715,Raúl Cáceres,71680,América-MG,LAT,3.8000000000000003,4.68,Botafogo,visitante,5.0,4.84
1716,Weslley Patati,118676,Santos,ATA,1.4,0.0,Ceará,visitante,4.7727272727272725,4.7727272727272725
1717,Nathan,107676,Santos,LAT,-0.2,0.0,Ceará,visitante,4.7727272727272725,4.7727272727272725
1718,Kaiky,111637,Santos,ZAG,1.0,0.0,Ceará,visitante,4.7727272727272725,4.7727272727272725
1719,Fagner,42500,Corinthians,LAT,3.2000000000000006,5.7,São Paulo,visitante,3.5,4.6
1720,Alê,86388,América-MG,MEI,2.15,4.1,Botafogo,visitante,5.0,4.55
1721,Lisca,72588,Santos,TEC,5.31,4.2775,Ceará,visitante,4.7727272727272725,4.525113636363637
1722,Gustavo Mantuan,110270,Corinthians,MEI,3.016666666666667,5.514285714285714,São Paulo,visitante,3.5,4.507142857142857
1723,João Paulo,85425,Santos,GOL,5.476923076923077,3.95,Ceará,visitante,4.7727272727272725,4.361363636363636
1724,Raul Gustavo,109389,Corinthians,ZAG,5.677777777777777,5.1499999999999995,São Paulo,visitante,3.5,4.324999999999999
1725,Lucas Barbosa,112886,Santos,MEI,3.45,3.785714285714286,Ceará,visitante,4.7727272727272725,4.279220779220779
1726,Marlon ,86864,América-MG,LAT,5.533333333333333,3.4555555555555553,Botafogo,visitante,5.0,4.227777777777778
1727,Everaldo ,91151,América-MG,ATA,4.281818181818182,3.3999999999999995,Botafogo,visitante,5.0,4.199999999999999
1728,Alerrandro,101715,Bragantino,ATA,4.5874999999999995,5.314285714285715,Atlético-MG,visitante,3.0749999999999997,4.194642857142857
