,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,25.0,Juventude,Avaí,42.96069265826252,28.459143689905314,30.43441330806533,28.42269209892452,24.16959136269911
1,25.0,Bragantino,Palmeiras,29.484290972669886,27.680282400890633,44.78178849677865,20.196604738727608,32.4109174149833
2,25.0,Athletico-PR,Fluminense,37.344770321640404,28.043199094642073,36.22678418375268,25.62010611986542,20.71591335310225
3,25.0,América-MG,Coritiba,48.00486806776618,27.648783706983533,26.22859311243253,33.05878174105943,22.142149577505464
4,25.0,Flamengo,Ceará,59.947950248221105,22.154973010351387,20.012847282926078,38.754618567906235,15.465977477294253
5,25.0,Corinthians,Internacional,40.140440629026266,30.031769969500065,31.497428388877257,31.25735433755954,27.68955683661622
6,25.0,Fortaleza,Botafogo,50.044115645316175,28.032142783840147,23.903942515371412,39.19412637249026,22.380875952706255
7,25.0,Atlético-GO,Atlético-MG,30.259323056693102,27.560527536650614,44.12749764350576,23.843225071998,27.19522060408805
8,25.0,Cuiabá,São Paulo,35.123185619262365,31.513202599232415,35.35229546636682,31.26440991605245,32.046539913467186
9,25.0,Santos,Goiás,53.233879432391326,27.378818773330497,22.070296096575095,39.319466937660664,19.380051527980093
