,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube
0,79631,Cano,266,7.922351631963804,59,17,12,0.46602068423316495,0.7058823529411765,0.13427714630447124,4.916666666666667,Fluminense
1,83257,Gabriel,262,6.254893797378113,45,15,5,0.41699291982520753,0.3333333333333333,0.13899763994173583,9.0,Flamengo
2,101715,Alerrandro,280,4.078191200426314,33,10,5,0.40781912004263143,0.5,0.12358155152807013,6.6,Bragantino
3,98225,Pedro Raul,290,5.257499068136622,38,13,10,0.4044230052412786,0.7692307692307693,0.13835523863517427,3.8,Goiás
4,109497,Marcos Leonardo,277,6.692204096927723,50,17,7,0.3936590645251602,0.4117647058823529,0.13384408193855446,7.142857142857143,Santos
5,89840,Calleri,276,6.246432990743838,47,16,10,0.39040206192148985,0.625,0.13290282959029442,4.7,São Paulo
6,94583,Pedro,262,4.26516504276305,28,11,6,0.3877422766148227,0.5454545454545454,0.1523273229558232,4.666666666666667,Flamengo
7,94509,Raphael Veiga,275,3.63933671027213,30,10,1,0.363933671027213,0.1,0.12131122367573767,30.0,Palmeiras
8,90031,Mendoza,354,5.254309224974839,46,15,7,0.35028728166498924,0.4666666666666667,0.11422411358640953,6.571428571428571,Ceará
9,53865,Léo Gamalho,294,3.399690264353242,24,10,6,0.33996902643532423,0.6,0.1416537610147184,4.0,Coritiba
10,108422,Erison,263,5.738803199828533,44,17,7,0.3375766588134431,0.4117647058823529,0.1304273454506485,6.285714285714286,Botafogo
11,91607,Rony,275,4.699183929474939,35,14,7,0.33565599496249565,0.5,0.13426239798499826,5.0,Palmeiras
12,87863,Arrascaeta,262,3.9137153043745383,36,12,2,0.3261429420312115,0.16666666666666666,0.10871431401040384,18.0,Flamengo
13,82766,Wellington Rato,373,4.743591038453848,54,15,4,0.3162394025635899,0.26666666666666666,0.08784427848988609,13.5,Atlético-GO
14,39148,Hulk,282,4.603294970605698,56,15,7,0.3068863313737132,0.4666666666666667,0.08220169590367318,8.0,Atlético-MG
15,96340,Lima,354,2.7249911539684177,26,9,2,0.30277679488537973,0.2222222222222222,0.10480735207570838,13.0,Ceará
16,104125,Cléber,354,2.275966744567139,19,8,3,0.2844958430708924,0.375,0.11978772339827047,6.333333333333333,Ceará
17,72583,Pedro Henrique,285,2.8264297523819897,25,10,3,0.282642975238199,0.3,0.11305719009527959,8.333333333333334,Internacional
18,100762,Bissoli,314,4.493701752321996,37,16,8,0.2808563595201248,0.5,0.12145139871140531,4.625,Avaí
19,101254,Alef Manga,294,4.187476724794027,40,15,3,0.27916511498626845,0.2,0.10468691811985067,13.333333333333334,Coritiba
20,77544,Jorginho,373,3.6072996677009495,30,13,3,0.27748458982314994,0.23076923076923078,0.12024332225669832,10.0,Atlético-GO
21,69141,Ricardo Bueno,286,1.9405021356391443,17,7,2,0.277214590805592,0.2857142857142857,0.11414718444936144,8.5,Juventude
22,85931,Hyoran,280,2.745130477326465,30,10,3,0.2745130477326465,0.3,0.09150434924421551,10.0,Bragantino
23,68773,Henrique Almeida,327,1.8746038244255496,16,7,1,0.2678005463465071,0.14285714285714285,0.11716273902659685,16.0,América-MG
24,102878,Terans,293,3.746687237378521,43,14,7,0.2676205169556086,0.5,0.0871322613343842,6.142857142857143,Athletico-PR
25,80287,Luciano,276,3.991559113293431,36,15,7,0.26610394088622874,0.4666666666666667,0.11087664203592865,5.142857142857143,São Paulo
26,71684,Gustavo Gómez,275,1.8355366112260199,15,7,7,0.26221951588943143,1.0,0.12236910741506798,2.142857142857143,Palmeiras
27,104666,Moisés,356,4.425729786679773,38,17,3,0.26033704627528076,0.17647058823529413,0.11646657333367824,12.666666666666666,Fortaleza
28,79188,Silvio Romero,356,2.561639327549545,17,10,0,0.25616393275495447,0.0,0.1506846663264438,inf,Fortaleza
29,38225,Muriqui,314,1.789590137279852,12,7,4,0.2556557338971217,0.5714285714285714,0.14913251143998765,3.0,Avaí
30,73850,Aloísio,327,2.550675667115942,20,10,2,0.2550675667115942,0.2,0.1275337833557971,10.0,América-MG
31,108133,Pitta,286,3.017253156010709,24,12,2,0.25143776300089243,0.16666666666666666,0.12571888150044622,12.0,Juventude
32,101314,Ademir,282,2.258996638568141,18,9,1,0.2509996265075712,0.1111111111111111,0.1254998132537856,18.0,Atlético-MG
33,97810,Erick,354,2.005193086597687,20,8,1,0.2506491358247109,0.125,0.10025965432988435,20.0,Ceará
34,95799,Artur,280,3.006530658883411,30,12,3,0.2505442215736176,0.25,0.10021768862944704,10.0,Bragantino
35,104530,Igor Paixão,294,3.502089201134206,41,14,4,0.25014922865244327,0.2857142857142857,0.08541680978376112,10.25,Coritiba
36,90715,Luiz Fernando ,373,1.9952008387814417,15,8,0,0.24940010484768022,0.0,0.1330133892520961,inf,Atlético-GO
37,68920,Dudu,275,3.728366908969463,33,15,3,0.24855779393129754,0.2,0.11298081542331706,11.0,Palmeiras
38,89898,Róger Guedes,264,3.4685692616270765,31,14,6,0.2477549472590769,0.42857142857142855,0.11188933102022827,5.166666666666667,Corinthians
39,114802,Vitor Roque,293,2.2240849988152918,19,9,2,0.2471205554239213,0.2222222222222222,0.11705710520080483,9.5,Athletico-PR
40,98289,Churín,373,3.1987623469266646,24,13,2,0.2460586420712819,0.15384615384615385,0.1332817644552777,12.0,Atlético-GO
41,70360,Eduardo Sasha,282,2.9393277731816467,23,12,3,0.24494398109847057,0.25,0.12779685970354987,7.666666666666667,Atlético-MG
42,93478,Wanderson,285,2.151165210618902,15,9,4,0.23901835673543356,0.4444444444444444,0.14341101404126014,3.75,Internacional
43,53148,Ytalo,280,1.6711295657531924,11,7,3,0.2387327951075989,0.42857142857142855,0.1519208696139266,3.6666666666666665,Bragantino
44,69138,Pablo,293,2.1268807661208298,20,9,2,0.23632008512453664,0.2222222222222222,0.10634403830604149,10.0,Athletico-PR
45,51772,Everton Ribeiro,262,2.3626285410726418,19,10,2,0.23626285410726416,0.2,0.12434887058277062,9.5,Flamengo
46,90309,David,285,1.874109803000996,14,8,0,0.2342637253751245,0.0,0.13386498592864257,inf,Internacional
47,109282,Luiz Henrique,266,2.570459494478124,27,11,2,0.23367813586164762,0.18181818181818182,0.09520220349918977,13.5,Fluminense
48,60825,Felipe Azevedo,327,3.036474933688414,27,13,3,0.23357499489910877,0.23076923076923078,0.11246203458105236,9.0,América-MG
49,81161,Léo Baptistão ,277,3.2271453987457512,34,14,5,0.23051038562469653,0.35714285714285715,0.09491604113958092,6.8,Santos
50,110193,Lázaro,262,2.2882816582432848,19,10,1,0.22882816582432847,0.1,0.12043587674964656,19.0,Flamengo
51,105770,Rafael Navarro,275,2.0400148801566607,14,9,0,0.22666832001740675,0.0,0.14571534858261861,inf,Palmeiras
52,80196,Yago Pikachu,356,3.1672471417403103,31,14,4,0.22623193869573646,0.2857142857142857,0.1021692626367842,7.75,Fortaleza
53,63289,Edenílson,285,2.4715526087373165,25,11,4,0.2246866007943015,0.36363636363636365,0.09886210434949266,6.25,Internacional
54,87999,Gustavo Scarpa,275,3.800829621095512,64,17,4,0.22357821300561836,0.23529411764705882,0.05938796282961738,16.0,Palmeiras
55,106931,Clayton,294,1.546976685859692,12,7,0,0.22099666940852744,0.0,0.12891472382164101,inf,Coritiba
56,101484,Thonny Anderson,294,1.538276411253385,14,7,0,0.21975377303619786,0.0,0.10987688651809893,inf,Coritiba
57,111831,Matheus Martins,266,1.7530610502453567,16,8,2,0.2191326312806696,0.25,0.1095663156403348,8.0,Fluminense
58,98219,Alemão,285,1.9342232849724266,14,9,4,0.21491369833026963,0.4444444444444444,0.13815880606945904,3.5,Internacional
59,106822,Rodrigo Nestor,276,2.9982959687552997,35,14,2,0.2141639977682357,0.14285714285714285,0.08566559910729428,17.5,São Paulo
60,61033,Rodriguinho,1371,3.2063613845442904,30,15,1,0.21375742563628602,0.06666666666666667,0.10687871281814301,30.0,Cuiabá
61,77809,William Pottker,314,2.317410667583961,21,11,1,0.2106736970530874,0.09090909090909091,0.11035288893256959,21.0,Avaí
62,111682,Adson,264,1.8895951397782054,15,9,3,0.2099550155309117,0.3333333333333333,0.12597300931854702,5.0,Corinthians
63,72524,Nicolas,290,1.4593651802125593,15,7,3,0.20848074003036562,0.42857142857142855,0.09729101201417062,5.0,Goiás
64,84674,Lucas Evangelista,280,2.059745560269713,20,10,2,0.2059745560269713,0.2,0.10298727801348564,10.0,Bragantino
65,86485,Keno,282,1.6427167478564195,16,8,1,0.20533959348205244,0.125,0.10266979674102622,16.0,Atlético-MG
66,101596,Vitor Gabriel,286,1.4214934603151408,16,7,1,0.2030704943307344,0.14285714285714285,0.0888433412696963,16.0,Juventude
67,78435,Vitinho,262,1.347622164507075,11,7,0,0.19251745207243928,0.0,0.12251110586427955,inf,Flamengo
68,102598,Helinho,280,1.9224459412412755,20,10,1,0.19224459412412756,0.1,0.09612229706206378,20.0,Bragantino
69,100103,Pedrinho,327,2.076999048781702,24,11,1,0.1888180953437911,0.09090909090909091,0.08654162703257091,24.0,América-MG
70,104778,Adrián Martínez,294,2.0757870135083687,14,11,4,0.1887079103189426,0.36363636363636365,0.14827050096488348,3.5,Coritiba
71,93790,Marlon Freitas,373,2.069243665839436,19,11,2,0.18811306053085783,0.18181818181818182,0.10890756135997033,9.5,Atlético-GO
72,94916,Nacho Fernández,282,2.252197411787728,28,12,3,0.18768311764897735,0.25,0.08043562184956173,9.333333333333334,Atlético-MG
73,106681,Léo Pereira,373,1.499923880641715,14,8,1,0.18749048508021438,0.125,0.10713742004583679,14.0,Atlético-GO
74,71162,Vina,354,2.216713900832395,32,12,2,0.18472615840269957,0.16666666666666666,0.06927230940101234,16.0,Ceará
75,97062,Índio Ramírez,327,1.2925753955434527,11,7,1,0.18465362793477896,0.14285714285714285,0.11750685414031388,11.0,América-MG
76,83433,Patrick,276,2.030562878623286,15,11,4,0.1845966253293896,0.36363636363636365,0.13537085857488573,3.75,São Paulo
