,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,73.18454861111113,1,81.07222222222224,1,65.296875,1
1,Flamengo,60.20819444444446,2,77.98750000000001,2,42.4288888888889,15
2,Internacional,59.88973856209151,3,70.53058823529413,3,49.24888888888889,4
3,Atlético-MG,58.33764705882353,4,60.83470588235294,7,55.84058823529411,2
4,Corinthians,56.760111111111115,5,65.4188888888889,4,48.10133333333333,5
5,Fluminense,55.87053921568627,6,64.24166666666666,5,47.49941176470588,7
6,Fortaleza,51.36070261437908,7,54.99529411764706,11,47.7261111111111,6
7,Coritiba,51.02798611111112,8,62.11722222222223,6,39.93875,16
8,Athletico-PR,50.536111111111104,9,57.72999999999999,8,43.34222222222222,11
9,Santos,50.53378472222224,10,56.89444444444445,9,44.17312500000001,9
10,Botafogo,49.94555555555554,11,46.64166666666666,15,53.249444444444435,3
11,América-MG,49.74027777777777,12,55.72722222222221,10,43.75333333333333,10
12,Bragantino,48.88235294117647,13,54.642941176470586,12,43.121764705882356,12
13,São Paulo,48.88201388888889,14,52.37625,13,45.38777777777778,8
14,Goiás,44.50348039215686,15,45.98529411764705,16,43.021666666666675,13
15,Cuiabá,42.06449346405229,16,47.51176470588236,14,36.617222222222225,17
16,Ceará,40.2949080882353,17,38.00687500000001,20,42.5829411764706,14
17,Atlético-GO,39.66416666666667,18,42.945,17,36.38333333333333,18
18,Avaí,37.18555555555555,19,40.651111111111106,19,33.72,19
19,Juventude,35.60920138888889,20,41.515625,18,29.702777777777783,20
