,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,72.86817434210528,1,80.43947368421054,1,65.296875,1
1,Flamengo,60.29453947368421,2,77.9875,2,42.60157894736842,11
2,Internacional,59.88973856209151,3,70.53058823529413,3,49.24888888888889,4
3,Atlético-MG,59.344738562091514,4,62.8488888888889,6,55.84058823529413,2
4,Corinthians,56.80131944444445,5,65.4188888888889,5,48.18375,5
5,Fluminense,56.54839009287925,6,65.59736842105262,4,47.49941176470588,7
6,Fortaleza,53.35722222222223,7,58.988333333333344,8,47.72611111111111,6
7,Botafogo,51.60630116959064,8,49.963157894736845,14,53.249444444444435,3
8,Coritiba,50.386743421052635,9,60.83473684210527,7,39.93875,16
9,Athletico-PR,50.25105263157894,10,57.72999999999999,9,42.77210526315789,10
10,Santos,49.71898692810457,11,56.89444444444444,10,42.5435294117647,12
11,América-MG,49.398347953216366,12,55.72722222222221,11,43.06947368421052,9
12,São Paulo,48.88201388888889,13,52.37625,13,45.38777777777778,8
13,Bragantino,48.17063725490196,14,54.642941176470586,12,41.69833333333334,13
14,Goiás,43.577910216718266,15,45.98529411764705,16,41.17052631578947,14
15,Cuiabá,41.41667182662539,16,47.51176470588236,15,35.32157894736842,18
16,Atlético-GO,39.75114035087719,17,43.118947368421054,18,36.383333333333326,17
17,Ceará,39.53927083333335,18,38.00687500000001,20,41.07166666666668,15
18,Avaí,38.489999999999995,19,43.26,17,33.71999999999999,19
19,Juventude,35.98285947712418,20,42.262941176470584,19,29.702777777777776,20
