,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1770,Busanello,97537,Juventude,LAT,1.2,8.6,Santos,visitante,3.246666666666667,5.923333333333334
1771,Lucas Silva,98515,Avaí,ATA,0.44999999999999996,0.0,Fortaleza,visitante,5.9,5.9
1772,Pablo Dyego,86444,Avaí,ATA,0.65,0.0,Fortaleza,visitante,5.9,5.9
1773,Matheus Ribeiro,82943,Avaí,LAT,0.8,0.0,Fortaleza,visitante,5.9,5.9
1774,Gustavo Santos,112831,Avaí,ATA,0.9,0.0,Fortaleza,visitante,5.9,5.9
1775,Eduardo,68708,Botafogo,MEI,3.1599999999999997,8.466666666666667,São Paulo,visitante,3.3076923076923075,5.887179487179488
1776,Marcos Rocha,63013,Palmeiras,LAT,5.09,7.6800000000000015,Atlético-GO,visitante,4.046666666666667,5.863333333333334
1777,Bruno Henrique,90285,Flamengo,ATA,4.975,6.7749999999999995,Cuiabá,visitante,4.438461538461539,5.606730769230769
1778,Gustavo Garcia,107225,Palmeiras,LAT,2.85,6.85,Atlético-GO,visitante,4.046666666666667,5.448333333333333
1779,Murilo,97653,Palmeiras,ZAG,4.871428571428572,6.709999999999999,Atlético-GO,visitante,4.046666666666667,5.378333333333333
1780,Danilo Cardoso,101155,Goiás,ZAG,5.6,7.9,Internacional,visitante,2.7857142857142856,5.342857142857143
1781,Gustavo Scarpa,87999,Palmeiras,MEI,6.278571428571428,6.476923076923076,Atlético-GO,visitante,4.046666666666667,5.261794871794871
1782,Bruno Silva,68698,Avaí,MEI,2.957142857142857,4.4,Fortaleza,visitante,5.9,5.15
1783,Bissoli,100762,Avaí,ATA,6.573333333333334,4.390000000000001,Fortaleza,visitante,5.9,5.1450000000000005
1784,Mendoza,90031,Ceará,ATA,4.083333333333333,7.008333333333334,Atlético-MG,visitante,3.2785714285714285,5.143452380952381
1785,Kuscevic,98619,Palmeiras,ZAG,5.0,6.2250000000000005,Atlético-GO,visitante,4.046666666666667,5.135833333333334
1786,Lisca,72588,Avaí,TEC,4.2299999999999995,4.2775,Fortaleza,visitante,5.9,5.08875
1787,Jorge,88065,Palmeiras,LAT,0.7333333333333334,6.0600000000000005,Atlético-GO,visitante,4.046666666666667,5.053333333333334
1788,Tiquinho Soares,84042,Botafogo,ATA,7.966666666666666,6.6000000000000005,São Paulo,visitante,3.3076923076923075,4.953846153846154
1789,Erison,108422,Botafogo,ATA,3.063636363636364,6.4750000000000005,São Paulo,visitante,3.3076923076923075,4.891346153846154
1790,Abel Ferreira,110506,Palmeiras,TEC,6.51,5.649285714285715,Atlético-GO,visitante,4.046666666666667,4.84797619047619
1791,Rony,91607,Palmeiras,ATA,4.861538461538462,5.600000000000001,Atlético-GO,visitante,4.046666666666667,4.823333333333334
1792,Gustavo Gómez,71684,Palmeiras,ZAG,7.338461538461538,5.5777777777777775,Atlético-GO,visitante,4.046666666666667,4.812222222222222
1793,Marcelo Lomba,68872,Palmeiras,GOL,10.0,5.5,Atlético-GO,visitante,4.046666666666667,4.773333333333333
1794,Natanael,86264,Avaí,LAT,6.1,3.6,Fortaleza,visitante,5.9,4.75
1795,Pedro Raul,98225,Goiás,ATA,6.092307692307693,6.630769230769231,Internacional,visitante,2.7857142857142856,4.708241758241758
1796,Zé Rafael,82455,Palmeiras,MEI,5.464285714285714,5.133333333333334,Atlético-GO,visitante,4.046666666666667,4.59
1797,Vladimir,69040,Avaí,GOL,1.8888888888888888,3.1714285714285713,Fortaleza,visitante,5.9,4.535714285714286
1798,Arthur Chaves,111412,Avaí,ZAG,1.8888888888888888,3.15,Fortaleza,visitante,5.9,4.525
1799,Arrascaeta,87863,Flamengo,MEI,8.469999999999999,4.536363636363637,Cuiabá,visitante,4.438461538461539,4.487412587412588
1800,Santos,69012,Flamengo,GOL,4.444444444444445,4.525,Cuiabá,visitante,4.438461538461539,4.4817307692307695
1801,Kevin,91888,Avaí,LAT,3.0266666666666664,3.04,Fortaleza,visitante,5.9,4.470000000000001
1802,Andreas Pereira,89274,Flamengo,MEI,1.15,4.442857142857143,Cuiabá,visitante,4.438461538461539,4.440659340659341
1803,Varela,84816,Flamengo,LAT,1.2999999999999998,0.0,Cuiabá,visitante,4.438461538461539,4.438461538461539
1804,Piquerez,102130,Palmeiras,LAT,6.7727272727272725,4.822222222222223,Atlético-GO,visitante,4.046666666666667,4.434444444444445
1805,Eduardo Barroca,77774,Avaí,TEC,3.6775,2.938333333333333,Fortaleza,visitante,5.9,4.4191666666666665
1806,Pedro,94583,Flamengo,ATA,7.445454545454546,4.345454545454545,Cuiabá,visitante,4.438461538461539,4.391958041958041
1807,Anderson,102906,Athletico-PR,GOL,4.25,6.5,Corinthians,visitante,2.2666666666666666,4.383333333333333
1808,Luan Cândido,100848,Bragantino,LAT,6.55,5.927272727272728,Coritiba,visitante,2.7666666666666666,4.346969696969698
1809,Weverton,71631,Palmeiras,GOL,4.214285714285714,4.583333333333333,Atlético-GO,visitante,4.046666666666667,4.3149999999999995
1810,Saravia,96725,Botafogo,LAT,4.5,5.254545454545454,São Paulo,visitante,3.3076923076923075,4.28111888111888
1811,Dudu,68920,Palmeiras,ATA,5.379999999999999,4.507142857142858,Atlético-GO,visitante,4.046666666666667,4.276904761904762
1812,Paulo Sousa,89284,Flamengo,TEC,5.3575,4.0975,Cuiabá,visitante,4.438461538461539,4.267980769230769
1813,João Ricardo,81881,Ceará,GOL,2.0416666666666665,5.1692307692307695,Atlético-MG,visitante,3.2785714285714285,4.2239010989010985
1814,Matheus Cavichioli,72580,América-MG,GOL,4.633333333333334,5.9375,Fluminense,visitante,2.4266666666666667,4.182083333333333
1815,Raniele,95556,Avaí,MEI,4.113333333333333,2.4333333333333336,Fortaleza,visitante,5.9,4.166666666666667
1816,Matheus França,115100,Flamengo,MEI,0.3833333333333333,3.8666666666666667,Cuiabá,visitante,4.438461538461539,4.152564102564103
1817,Morato,86227,Avaí,ATA,3.7875,2.3666666666666667,Fortaleza,visitante,5.9,4.133333333333334
1818,Bressan,72491,Avaí,ZAG,1.2923076923076924,2.3166666666666664,Fortaleza,visitante,5.9,4.108333333333333
1819,Willian Arão,78478,Flamengo,MEI,1.3166666666666667,3.771428571428572,Cuiabá,visitante,4.438461538461539,4.1049450549450555
1820,Dorival Júnior,40990,Flamengo,TEC,6.104615384615385,3.7585714285714285,Cuiabá,visitante,4.438461538461539,4.098516483516484
1821,Vinícius Lopes,104660,Botafogo,ATA,2.0500000000000003,4.8,São Paulo,visitante,3.3076923076923075,4.053846153846154
1822,Vitor Roque,114802,Athletico-PR,ATA,2.1545454545454548,5.839999999999999,Corinthians,visitante,2.2666666666666666,4.053333333333333
1823,Rafael Vaz,73421,Avaí,ZAG,0.9222222222222223,2.2,Fortaleza,visitante,5.9,4.050000000000001
1824,Giovani,111759,Palmeiras,ATA,0.2,0.0,Atlético-GO,visitante,4.046666666666667,4.046666666666667
1825,Pedro Bicalho,103777,Palmeiras,MEI,1.2,0.0,Atlético-GO,visitante,4.046666666666667,4.046666666666667
1826,Endrick,115959,Palmeiras,ATA,2.5,0.0,Atlético-GO,visitante,4.046666666666667,4.046666666666667
1827,Alerrandro,101715,Bragantino,ATA,5.122222222222222,5.314285714285715,Coritiba,visitante,2.7666666666666666,4.040476190476191
