,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Braga,40006,Fluminense,TEC,4.135,4.9
1,Abel Ferreira,110506,Palmeiras,TEC,6.329999999999999,5.777272727272727
2,Abner Vinícius,104513,Athletico-PR,LAT,4.490909090909091,2.3899999999999997
3,Ademir,101314,Atlético-MG,ATA,3.1799999999999997,2.545454545454546
4,Aderlan,88423,Bragantino,LAT,3.922222222222222,2.55
5,Adrián Martínez,104778,Coritiba,ATA,1.6555555555555557,3.211111111111111
6,Adryelson,91664,Botafogo,ZAG,3.7,0.4
7,Adson,111682,Corinthians,MEI,5.42,1.9375000000000002
8,Airton,106107,Atlético-GO,ATA,4.290909090909091,1.7799999999999998
9,Alan Empereur,88033,Cuiabá,ZAG,1.3714285714285714,1.7142857142857142
10,Alan Kardec,50347,Atlético-MG,ATA,0.8333333333333334,10.25
11,Alan Patrick,68685,Internacional,MEI,5.033333333333333,2.5
12,Alef Manga,101254,Coritiba,ATA,5.2272727272727275,3.4900000000000007
13,Alemão,98219,Internacional,ATA,4.588888888888889,3.163636363636364
14,Alerrandro,101715,Bragantino,ATA,4.971428571428571,5.314285714285715
15,Alesson,97321,Cuiabá,ATA,2.9857142857142853,2.411111111111111
16,Alex Muralha,79066,Coritiba,GOL,4.411111111111111,2.0555555555555554
17,Alex Santana,85465,Athletico-PR,MEI,4.1,4.3
18,Alexandre Jesus,107044,Fluminense,ATA,1.75,-0.25
19,Alisson,81845,São Paulo,MEI,2.38,3.4
20,Allan,96652,Atlético-MG,MEI,2.290909090909091,1.6
21,Aloísio,73850,América-MG,ATA,3.5800000000000005,2.642857142857143
22,Alê,86388,América-MG,MEI,2.257142857142857,4.1
23,Anderson Leite,87691,Juventude,MEI,1.5,2.4
24,Andreas Pereira,89274,Flamengo,MEI,1.15,4.442857142857143
25,Andrey,93787,Coritiba,MEI,14.533333333333333,5.0
26,André,68690,Cuiabá,ATA,2.8874999999999997,2.066666666666667
27,André,107498,Fluminense,MEI,4.233333333333333,2.15
28,André Anderson,106803,São Paulo,MEI,0.6333333333333333,1.5
29,André Luís,92146,Cuiabá,ATA,2.7499999999999996,1.5444444444444445
30,Andrés,110517,São Paulo,MEI,0.6,3.6
31,Andrés Hurtado,110715,Bragantino,LAT,2.1,1.9000000000000001
32,Antonio Mohamed,71071,Atlético-MG,TEC,5.7811111111111115,4.9675
33,António Oliveira,111578,Cuiabá,TEC,4.9157142857142855,2.4014285714285712
34,Apodi,51042,Goiás,MEI,4.8,1.4666666666666668
35,Arboleda,91573,São Paulo,ZAG,3.55,1.875
36,Arias,99815,Fluminense,MEI,5.546153846153847,3.266666666666667
37,Arrascaeta,87863,Flamengo,MEI,8.274999999999999,4.840000000000001
38,Arthur Chaves,111412,Avaí,ZAG,1.8888888888888888,3.15
39,Arthur Henrique,86629,Atlético-GO,LAT,1.25,1.5
40,Artur,95799,Bragantino,ATA,5.577777777777778,4.82
41,Atuesta ,96754,Palmeiras,MEI,1.8000000000000003,-0.13333333333333333
42,Auremir,77570,Goiás,MEI,0.6499999999999999,0.6
43,Auro,88540,Santos,LAT,1.0,-0.35000000000000003
44,Ayrton Lucas,88393,Flamengo,LAT,9.1125,3.1454545454545455
45,Balbuena,87887,Corinthians,ZAG,4.633333333333334,4.15
46,Baralhas,99440,Atlético-GO,MEI,3.8777777777777778,2.6454545454545455
47,Barreto,89224,Botafogo,MEI,3.9,0.9
48,Bento,105208,Athletico-PR,GOL,4.818181818181818,4.381818181818182
49,Benítez,93550,América-MG,MEI,2.9,3.3
50,Bernardo,112368,Coritiba,MEI,2.2666666666666666,0.7999999999999999
51,Bissoli,100762,Avaí,ATA,6.525000000000001,4.188888888888889
52,Boschilia,86841,Internacional,MEI,2.2333333333333334,1.55
53,Braian Romero,101997,Internacional,ATA,0.5333333333333333,2.45
54,Breno Lopes,93988,Palmeiras,ATA,0.45,1.1142857142857143
55,Bressan,72491,Avaí,ZAG,1.2299999999999998,2.3166666666666664
56,Bruninho,101716,Juventude,MEI,1.5,0.65
57,Bruno Cortez,72079,Avaí,LAT,1.9083333333333334,1.64
58,Bruno Gomes,106202,Coritiba,MEI,3.35,3.95
59,Bruno Henrique,90285,Flamengo,ATA,4.975,6.7749999999999995
60,Bruno Melo,84339,Corinthians,LAT,6.2,2.5250000000000004
61,Bruno Méndez,103700,Corinthians,ZAG,4.857142857142857,2.0749999999999997
62,Bruno Nazário,81776,Juventude,MEI,0.4333333333333333,-0.16666666666666666
63,Bruno Oliveira,103996,Santos,MEI,2.25,1.275
64,Bruno Pacheco,90061,Ceará,LAT,3.855555555555556,4.01111111111111
65,Bruno Silva,68698,Avaí,MEI,3.4909090909090907,4.300000000000001
66,Bruno Tabata,107174,Palmeiras,MEI,0.0,0.05
67,Bruno Tubarão,93637,Bragantino,ATA,2.0,1.3666666666666665
68,Bryan Angulo,89435,Santos,ATA,3.4166666666666665,1.6625
69,Bryan García,110013,Athletico-PR,MEI,0.9333333333333335,-0.1
70,Brítez,101995,Fortaleza,LAT,10.233333333333333,8.775
71,Busanello,97537,Juventude,LAT,1.2,8.6
72,Bustos,96678,Internacional,LAT,6.3999999999999995,3.688888888888889
73,Caetano,103575,Goiás,ZAG,3.3181818181818183,3.166666666666666
74,Caio,101601,Goiás,MEI,1.0899999999999999,1.8125000000000002
75,Caio Paulista,102318,Fluminense,ATA,3.210000000000001,2.3272727272727267
76,Caio Vidal,107745,Internacional,ATA,0.65,1.675
77,Calebe,109461,Atlético-MG,MEI,1.0,2.6999999999999997
78,Calegari,104276,Fluminense,LAT,4.15,4.3
79,Calleri,89840,São Paulo,ATA,7.9416666666666655,3.590909090909091
80,Camacho,68770,Santos,MEI,1.1,2.2
81,Camilo,104519,Cuiabá,MEI,1.0,2.1285714285714286
82,Camutanga,96793,Atlético-GO,ZAG,2.4,0.0
83,Cano,79631,Fluminense,ATA,9.899999999999999,2.2181818181818183
84,Canobbio,102928,Athletico-PR,ATA,3.2750000000000004,2.75
85,Cantillo,85315,Corinthians,MEI,2.266666666666666,2.2
86,Capixaba,94894,Juventude,ATA,2.35,2.125
87,Carabajal,98723,Santos,MEI,3.2,0.6
88,Carlos Alberto,106704,América-MG,ATA,1.55,1.05
89,Carlos Eduardo,90917,Bragantino,ATA,1.6500000000000001,1.7249999999999999
90,Carlos Sánchez,81677,Santos,MEI,0.44999999999999996,2.8000000000000003
91,Carlos de Pena,87242,Internacional,ATA,3.427272727272727,4.77
92,Cauan de Almeida,107870,Internacional,TEC,3.97,0.0
93,Ceballos,115502,Fortaleza,ZAG,4.114285714285714,2.766666666666667
94,Chancellor,93166,Coritiba,ZAG,3.0,0.0
95,Chay,104926,Botafogo,MEI,4.014285714285714,1.24
96,Chico,82407,Juventude,MEI,1.911111111111111,2.8300000000000005
97,Christian,104502,Athletico-PR,MEI,2.2,1.4333333333333333
98,Churín,98289,Atlético-GO,ATA,3.0750000000000006,3.2363636363636363
99,Clayton,106931,Coritiba,ATA,0.96,2.575
100,Cleiton,93882,Bragantino,GOL,4.045454545454546,2.6363636363636362
101,Cléber,104125,Ceará,ATA,2.9333333333333336,2.45
102,Conti,100943,América-MG,ZAG,2.475,1.7875
103,Copete,77959,Avaí,ATA,0.17500000000000002,0.9666666666666668
104,Cris Silva,89668,Fluminense,LAT,5.720000000000001,3.1
105,Cuca,42411,Atlético-MG,TEC,4.205,5.013333333333333
106,Cuello,98909,Athletico-PR,ATA,4.466666666666667,2.3999999999999995
107,Cássio,42234,Corinthians,GOL,6.833333333333333,2.9625
108,César,91422,Juventude,GOL,2.75,2.75
109,D'Alessandro,62023,Internacional,MEI,6.4,0.0
110,DG,109199,Botafogo,LAT,-1.4,0.0
111,Da Silva,107251,Goiás,ZAG,5.466666666666666,0.06666666666666665
112,Dadá Belmonte,94263,Goiás,ATA,3.1545454545454548,4.11
113,Daniel,96468,Internacional,GOL,4.5636363636363635,4.055555555555555
114,Daniel Borges,73318,Botafogo,LAT,3.8777777777777778,1.7599999999999998
115,Daniel Cruz,112734,Botafogo,ATA,1.1,-0.1
116,Daniel Guedes ,88225,Cuiabá,LAT,4.1,1.6749999999999998
117,Danilo,107231,Palmeiras,MEI,3.754545454545455,1.655555555555556
118,Danilo Avelar,72142,América-MG,ZAG,2.68,2.38
119,Danilo Barbosa,86777,Botafogo,MEI,-1.2,2.5
120,Danilo Barcelos,84382,Goiás,LAT,2.025,1.0777777777777777
121,Danilo Cardoso,101155,Goiás,ZAG,5.6,7.9
122,Darlan,104593,Juventude,MEI,0.35000000000000003,0.35000000000000003
123,David,90309,Internacional,ATA,2.0142857142857142,1.5444444444444445
124,David Braz,50317,Fluminense,ZAG,0.55,4.45
125,David Duarte,91772,Fluminense,ZAG,-0.2,-0.15
126,David Luiz,52827,Flamengo,ZAG,2.3600000000000003,0.2666666666666667
127,Dentinho,50428,Ceará,ATA,0.04999999999999999,1.15
128,Dentinho,115806,Avaí,ATA,-0.475,1.4333333333333333
129,Depietri,114138,Fortaleza,ATA,0.5444444444444445,0.37499999999999994
130,Deyverson,92708,Cuiabá,ATA,2.2,1.8
131,Diego,38909,Flamengo,MEI,3.7,0.9
132,Diego,86029,Ceará,MEI,1.6,1.3
133,Diego,101027,Goiás,MEI,3.681818181818181,3.0555555555555554
134,Diego,101728,São Paulo,ZAG,3.3299999999999996,0.7888888888888889
135,Diego,115678,Coritiba,LAT,4.04,2.6
136,Diego Alves,38509,Flamengo,GOL,6.0,-1.5
137,Diego Gonçalves,90540,Botafogo,ATA,4.550000000000001,0.72
138,Dodô,68727,Atlético-MG,LAT,5.6,0.4
139,Dorival Júnior,40990,Flamengo,TEC,6.457000000000001,3.83
140,Douglas Borges,78893,Botafogo,GOL,0.0,0.0
141,Douglas Friedrich,78584,Avaí,GOL,1.8,1.95
142,Du Queiroz,113687,Corinthians,MEI,3.0333333333333328,2.6699999999999995
143,Dudu,68920,Palmeiras,ATA,5.483333333333333,4.263636363636365
144,Dudu,97133,Atlético-GO,LAT,3.7399999999999998,2.24
145,Edenílson,63289,Internacional,MEI,6.85,2.963636363636363
146,Eder,91521,São Paulo,ATA,1.1125000000000003,1.1500000000000001
147,Edinho,80193,Juventude,ATA,-0.13999999999999999,0.6799999999999999
148,Edson ,80370,Atlético-GO,MEI,2.911111111111111,1.2875
149,Edson Fernando,105901,Atlético-GO,MEI,1.3166666666666667,1.6285714285714288
150,Eduardo,68708,Botafogo,MEI,2.5999999999999996,1.5
151,Eduardo,91688,Avaí,MEI,3.090909090909091,0.8909090909090908
