,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Flamengo,Santos,56.9005865003932,26.319834904611263,16.77952830215219,51.15779414393815,22.636423145841942
1,Athletico-PR,Palmeiras,19.611733347359355,27.44700119481529,52.94123630084664,24.557315911796405,47.91447782488614
2,Botafogo,Bragantino,43.39530600582198,27.18737619552094,29.417295591657265,34.529051485385246,25.834404889840755
3,Corinthians,Fluminense,46.93222208130643,27.43721761888649,25.6305363533908,39.16531518859767,25.33050522443575
4,Internacional,Ceará,61.95485806747061,25.369397332614806,12.675677614024156,58.80357571537842,21.642116497171397
5,Goiás,América-MG,43.9679285477509,29.5799593708151,26.452105203483384,42.041204155360354,29.881473203746527
6,São Paulo,Atlético-GO,62.439153230019976,22.347981903053306,15.212525421658635,46.61694742045159,16.267569366690825
7,Fortaleza,Coritiba,56.96359757115657,26.413304577766496,16.623049896275173,51.63774678328,22.802307978952722
8,Atlético-MG,Juventude,70.30504768908924,21.140659029017872,8.554003209230995,64.03703224695082,16.76587250997527
9,Cuiabá,Avaí,48.10016039940961,30.696346483959086,21.20348753242989,50.62820470944281,30.527824752089554
