,clube,Goal_diff_geral,xG_diff_geral
5,Atlético-GO,-0.1428571428571428,0.196828049087306
6,Fortaleza,-0.3749999999999999,0.17963215928575793
7,Coritiba,-0.3571428571428572,0.10584250520840643
