,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,2.006870095718497,0.7343831628494223,1.3464751443566778,1.1651849914581576
2,Botafogo,1.1559229171409888,1.2332444733892494,1.2203499697726363,1.5487773395329067
3,Corinthians,1.375490061126827,1.0810131115019503,0.9628866605494101,1.1640523226398596
4,Fluminense,1.6716308761095093,0.9841487551937075,0.9374385523503243,1.2293649891590765
5,Palmeiras,1.9959459101325614,0.8896012011279779,1.3904885564740774,1.1083878312675242
6,São Paulo,1.4949400405648052,1.0605074015823082,1.2981670747501817,1.303786085574288
7,Santos,1.5222850660800158,1.5290575800255095,1.059132814280147,1.3985872216714499
8,Bragantino,1.5315320729800963,0.9783990228255472,1.1979509729565168,1.5358177794666021
9,Atlético-MG,1.5564471575442762,0.7431134320555777,1.393049025891299,1.0092231879053772
10,Internacional,1.620284038153071,1.057040920876356,1.3723884587725497,1.1723353077526795
11,Juventude,1.46264263107853,1.1607084249423438,0.6811262574338935,1.9871013881807338
12,Goiás,1.0512259135657183,1.6626283475066468,0.8635070440259625,1.8769074742126233
13,Athletico-PR,1.295885972405668,1.3461663170598137,0.9484666184764752,1.6197422208781103
14,Coritiba,1.2476100017740934,1.1404726881842786,1.2909936341924637,1.8433998214577132
15,Avaí,1.2896844224729909,1.2124860520990375,0.9086555971233696,1.7712090752216558
16,América-MG,1.5420141966947356,1.0414731133198079,1.27280099604149,1.6658264650822967
17,Ceará,1.2007083248667327,1.192186356275723,1.1532849079267262,1.406075311924125
18,Fortaleza,1.5956181627181316,0.9348932578372138,1.0110551724330745,1.4219384919412548
19,Atlético-GO,1.506535291230973,1.2313305460943382,1.1877593732279752,1.656008619654766
20,Cuiabá,1.2758944027338377,1.0419244959918246,0.8520935250044451,1.384767272114139
