,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'DS': 3, 'PI': 6}",102130,5,275,2,5,3.0,6.5,-0.56,5.3,3,2.32,,Piquerez,Piquerez,Joaquín Piquerez Moreira,https://s.glbimg.com/es/sde/f/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,Contundido
1,"{'FC': 1, 'FD': 1, 'I': 1}",93886,5,327,4,7,0.8,0.77,-0.48,0.15,4,0.51,,Matheusinho,Matheusinho,Matheus Leonardo Sales Cardoso,https://s.glbimg.com/es/sde/f/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,Provável
2,"{'DS': 1, 'FC': 2, 'PI': 3}",111412,5,314,3,7,0.3,4.33,-0.83,2.46,5,0.7,,Arthur Chaves,A. Chaves,Arthur Largura Chaves,https://s.glbimg.com/es/sde/f/2022/02/21/6102697e6547301f26bd68d36caacf40_FORMATO.png,Provável
3,"{'DE': 2, 'GS': 1}",91101,5,373,1,7,1.0,3.46,-0.23,1.83,3,1.01,,Ronaldo,Ronaldo,Ronaldo de Oliveira Strada,https://s.glbimg.com/es/sde/f/2022/03/03/cb6155829f59a86db540d1bc5bd52fa7_FORMATO.png,Provável
4,"{'CA': 1, 'FD': 2, 'FF': 4, 'FS': 3, 'G': 1, 'I': 5, 'PI': 16}",83257,5,262,5,7,2.5,10.45,-0.53,3.0,4,2.89,gabriel,Gabriel,Gabriel,Gabriel Barbosa Almeida,https://s.glbimg.com/es/sde/f/2022/04/25/8ce4db9e01696fbbc278bb084f675352_FORMATO.png,Provável
5,"{'A': 1, 'CA': 1, 'DS': 3, 'FC': 3, 'FD': 4, 'FF': 3, 'FS': 9, 'G': 1, 'PI': 45}",94916,5,282,4,7,10.7,11.92,1.47,5.47,4,6.93,nacho-fernandez,Nacho Fernández,N. Fernández,Ignacio Martín Fernández,https://s.glbimg.com/es/sde/f/2021/04/23/021bc265ea84999199e1b2449e23766c_FORMATO.png,Provável
6,"{'CA': 2, 'DS': 7, 'FC': 5, 'FF': 2, 'FS': 1, 'PI': 23, 'SG': 2}",88423,5,280,2,7,0.0,9.07,0.0,4.9,3,5.65,aderlan,Aderlan,Aderlan,Aderlan de Lima Silva,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Provável
7,"{'CA': 2, 'DS': 10, 'FC': 3, 'FD': 1, 'FF': 1, 'FS': 8, 'PI': 43}",90061,5,354,2,7,-0.3,7.57,-0.81,2.7,4,1.05,bruno-pacheco,Bruno Pacheco,B. Pacheco,Bruno de Jesus Pacheco,https://s.glbimg.com/es/sde/f/2022/02/22/557432fa07207d8e3aa6630ee0483cf0_FORMATO.png,Provável
8,{},72372,5,286,1,6,0.0,7.0,0.0,0.0,0,7.17,felipe-alves,Felipe Alves,F. Alves,Felipe Alves Raymundo,https://s.glbimg.com/es/sde/f/2022/03/03/4d0134ca36fbe16f9ac38c3ba359e6ac_FORMATO.png,Nulo
9,{},37424,5,1371,6,7,3.09,7.42,0.05,4.08,5,2.29,pintado,Pintado,Pintado,Luiz Carlos de Oliveira Preto,https://s.glbimg.com/es/sde/f/2019/10/22/4dc47f9ac81a1f2c7dfe2868232f8d29_FORMATO.png,Provável
10,"{'A': 3, 'DS': 8, 'FC': 6, 'FD': 2, 'FF': 5, 'FS': 10, 'I': 1, 'PI': 33}",94509,5,275,4,7,3.9,16.92,-1.84,7.7,4,4.44,raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png,Provável
11,"{'A': 1, 'CA': 3, 'FC': 3, 'FD': 2, 'FF': 4, 'FS': 9, 'FT': 1, 'G': 3, 'I': 4, 'PI': 24}",39148,5,282,5,7,4.4,20.59,-0.47,8.85,4,5.27,hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.glbimg.com/es/sde/f/2021/04/23/d9ed7fa34aa12e4ce8768c9c2a2b4560_FORMATO.png,Provável
12,"{'CA': 1, 'DS': 16, 'FC': 3, 'FD': 2, 'FF': 2, 'G': 1, 'I': 1, 'PI': 38}",93790,5,373,4,7,4.3,7.25,0.26,5.08,5,2.65,marlon-freitas,Marlon Freitas,M. Freitas,Marlon Rodrigues Freitas,https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png,Provável
13,"{'DS': 3, 'FC': 2, 'FF': 2, 'PI': 10, 'SG': 1}",79113,5,263,3,7,6.5,7.46,1.27,2.87,3,4.33,victor-cuesta,Víctor Cuesta,V. Cuesta,Víctor Leandro Cuesta,https://s.glbimg.com/es/sde/f/2022/04/13/4f3258f391a28a24859ea19abee67739_FORMATO.png,Provável
14,"{'FC': 3, 'FD': 6, 'FF': 6, 'FS': 1, 'G': 1, 'I': 3, 'PI': 17}",79631,5,266,5,7,7.5,10.53,1.59,3.52,5,4.81,cano,Cano,Cano,Germán Ezequiel Cano,https://s.glbimg.com/es/sde/f/2022/04/20/5bb8f223990a3b79975f90d376fb341a_FORMATO.png,Provável
15,"{'DS': 1, 'FD': 1, 'FS': 2, 'PI': 8}",50879,5,293,4,6,0.0,4.73,0.0,0.87,3,1.89,marlos,Marlos,Marlos,Marlos Romero Bonfim,https://s.glbimg.com/es/sde/f/2022/02/21/5a0a36ab5f18930dc3a619724138d367_FORMATO.png,Nulo
16,{},72580,5,327,1,6,0.0,7.0,0.0,0.0,0,7.17,matheus-cavichioli,Matheus Cavichioli,M. Cavichioli,Matheus Fernando Cavichioli,https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,Nulo
17,"{'FC': 1, 'PI': 5}",96684,5,276,5,6,0.0,3.72,0.0,-0.4,2,1.59,rigoni,Rigoni,Rigoni,Emiliano Ariel Rigoni,https://s.glbimg.com/es/sde/f/2022/03/01/f8d5029ee4e43d0050ec116c23af5c56_FORMATO.png,Nulo
18,"{'DS': 1, 'FC': 8, 'FD': 1, 'FF': 6, 'FS': 4, 'G': 2, 'I': 4, 'PI': 12}",91607,5,275,5,7,2.9,9.47,-0.66,5.3,4,2.77,rony,Rony,Rony,Ronielson da Silva Barbosa,https://s.glbimg.com/es/sde/f/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png,Provável
19,{},97453,5,327,1,5,0.0,3.0,0.0,0.0,0,3.07,jori,Jori,Jori,Joriwinnyson Santos dos Anjos Rodrigues,https://s.glbimg.com/es/sde/f/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,Contundido
20,"{'DE': 15, 'GS': 5, 'SG': 2}",37656,5,266,1,7,3.0,10.11,0.14,4.0,5,2.8,fabio,Fábio,Fábio,Fábio Deivson Lopes Maciel,https://s.glbimg.com/es/sde/f/2022/04/20/aeae67450f0c19a81c7d356b86382594_FORMATO.png,Provável
21,{},85004,5,266,1,6,0.0,7.0,0.0,0.0,0,7.17,marcos-felipe,Marcos Felipe,M. Felipe,Marcos Felipe de Freitas Monteiro,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,Nulo
22,"{'DS': 2, 'FC': 4, 'PI': 14}",68833,5,277,4,2,0.2,4.3,-0.19,-0.05,4,0.87,ricardo-goulart,Ricardo Goulart,R. Goulart,Ricardo Goulart Pereira,https://s.glbimg.com/es/sde/f/2022/03/03/38ae8bd547bcc5a21f9bb3eaaa1d60c2_FORMATO.png,Dúvida
23,"{'FD': 2, 'FF': 1, 'FS': 4, 'PI': 18}",69705,5,276,4,6,0.0,5.67,0.0,1.13,3,2.47,nikao,Nikão,Nikão,Maycon Vinícius Ferreira da Cruz,https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png,Nulo
24,"{'DE': 21, 'FS': 2, 'GS': 9, 'SG': 1}",82453,5,290,1,7,12.5,6.98,2.78,3.6,5,6.18,tadeu,Tadeu,Tadeu,Tadeu Antônio Ferreira,https://s.glbimg.com/es/sde/f/2022/03/10/f9b7377addfcfa29bfa11ee96aecbdc5_FORMATO.png,Provável
25,{},97341,5,276,6,7,3.38,11.63,0.01,4.55,5,3.2,rogerio-ceni,Rogério Ceni,R. Ceni,Rogério Ceni,https://s.glbimg.com/es/sde/f/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,Provável
26,{},50645,5,327,2,5,0.0,4.0,0.0,0.0,0,4.09,eduardo,Eduardo,Eduardo,Carlos Eduardo Santos Oliveira,https://s.glbimg.com/es/sde/f/2022/02/25/a1ed845c0cda1af45df260be95a58b34_FORMATO.png,Contundido
27,"{'DE': 13, 'GS': 5, 'SG': 1}",71631,5,275,1,7,0.0,9.85,-1.54,3.25,4,1.57,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png,Provável
28,"{'FC': 1, 'FF': 1, 'FS': 1}",38279,5,327,5,5,0.0,5.91,0.0,1.0,1,1.1,wellington-paulista,Wellington Paulista,W. Paulista,Wellington Pereira do Nascimento,https://s.glbimg.com/es/sde/f/2022/02/25/12f12e3c03d86cbfec605b70666faaf3_FORMATO.png,Contundido
29,"{'DE': 18, 'DS': 1, 'GS': 1, 'SG': 3}",42234,5,264,1,7,9.2,12.42,0.73,8.3,4,6.13,cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.glbimg.com/es/sde/f/2022/04/27/cea7970cc55ced32c922d0eb160757ad_FORMATO.png,Provável
30,"{'DS': 3, 'FC': 10, 'FD': 3, 'FF': 5, 'FS': 12, 'G': 5, 'I': 7, 'PI': 22}",89840,5,276,5,7,0.8,25.75,-1.89,10.26,5,4.28,calleri,Calleri,Calleri,Jonathan Calleri,https://s.glbimg.com/es/sde/f/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,Provável
31,"{'CA': 2, 'DE': 22, 'FS': 2, 'GS': 4, 'SG': 2}",93882,5,280,1,7,-1.0,9.79,-1.64,5.4,5,0.91,cleiton,Cleiton,Cleiton,Cleiton Schwengber,https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,Provável
32,{},110506,5,275,6,7,3.93,10.73,-0.78,5.5,4,3.47,abel-ferreira,Abel Ferreira,A. Ferreira,Abel Fernando Moreira Ferreira,https://s.glbimg.com/es/sde/f/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Provável
33,"{'DE': 9, 'FS': 1, 'GS': 5}",88916,5,373,1,6,0.0,5.03,0.0,2.25,2,3.17,luan-polli,Luan Polli,L. Polli,Luan Polli Gomes,https://s.glbimg.com/es/sde/f/2022/03/03/2e38d3f9f2daa6056eed8d12909a007a_FORMATO.png,Nulo
34,"{'DE': 16, 'GS': 4, 'SG': 1}",74061,5,263,1,7,13.0,7.93,2.9,5.67,3,7.4,gatito-fernandez,Gatito Fernández,G. Fernández,Roberto Junior Fernández Torres,https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png,Provável
35,"{'DS': 5, 'FC': 1, 'FF': 4, 'FS': 4, 'I': 1, 'PI': 25}",98909,5,293,5,6,2.3,6.35,0.29,2.08,4,2.11,cuello,Cuello,Cuello,Tomás Esteban Cuello,https://s.glbimg.com/es/sde/f/2022/02/24/6bec1ac11713040382a43683f3ec06ba_FORMATO.png,Nulo
36,"{'CV': 1, 'DS': 6, 'FC': 7, 'FD': 1, 'FF': 2, 'FS': 5, 'G': 1, 'PI': 18}",60825,5,327,5,3,-2.5,5.58,-1.13,2.72,5,-0.25,felipe-azevedo,Felipe Azevedo,F. Azevedo,Felipe Azevedo dos Santos,https://s.glbimg.com/es/sde/f/2022/02/25/32fc5d9f18e690ed6ef80d16faae95cc_FORMATO.png,Suspenso
