,clube,xG_mean,xG_total
0,Palmeiras,1.689201601238594,47.29764483468062
1,Flamengo,1.680126451142636,47.04354063199377
2,Atlético-MG,1.4754842958729808,42.789044580316435
3,Internacional,1.4467298671075848,41.95516614611994
4,América-MG,1.3843116357777199,40.1450374375539
5,São Paulo,1.4265486396300329,39.943361909640934
6,Atlético-GO,1.371172304471348,39.76399682966911
7,Bragantino,1.3268429764986156,38.478446318459866
8,Santos,1.284983808128166,37.264530435716836
9,Fortaleza,1.2627054179735313,36.61845712123242
10,Fluminense,1.2587738159163262,36.50444066157344
11,Coritiba,1.2216364544667677,34.205820725069515
12,Botafogo,1.1744479868377964,34.058991618296076
13,Corinthians,1.1420253405496672,33.118734875940355
14,Ceará,1.1214654491015166,32.52249802394397
15,Athletico-PR,1.0831568120367039,31.411547549064426
16,Juventude,1.079974683753442,31.3192658288498
17,Avaí,1.0530828440762214,30.53940247821042
18,Cuiabá,0.9927071887330746,28.78850847325916
19,Goiás,0.9627465468554351,27.919649858807613
