,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Atlético-MG,Fluminense,37.783243448863935,26.912894074379288,35.30384251736966,29.22026856924308,27.735749668505395
1,Internacional,Santos,49.84366813133783,29.706871111333566,20.449451380663483,50.27477223609262,28.63611273774439
2,Ceará,América-MG,39.56617297126296,36.077409856809375,24.356416867939874,53.50732035352094,41.21190419002133
3,Flamengo,Bragantino,62.47960920798705,21.870253185862694,15.649683823824937,44.429442486997885,15.360590282208832
4,Goiás,Fortaleza,42.82296490590197,29.90763649055566,27.269393229625187,41.6827833096427,30.835922501745642
5,Avaí,Atlético-GO,51.90335067832572,26.141041039151276,21.955552569573598,41.67636178538431,22.295584083162236
6,Athletico-PR,Juventude,70.97927330508253,19.45784607932825,9.56214192316308,56.96950339322283,13.881359708546261
7,Corinthians,Cuiabá,51.80831903885923,32.83156239059596,15.3601156801295,62.9151783378059,32.92418231993486
8,Botafogo,Palmeiras,18.890015020213355,30.01639261202127,51.09358374687032,28.93665329157877,53.23781259553064
9,São Paulo,Coritiba,64.57613239003366,20.43984811696594,14.98308427938762,42.4611342904864,13.187524652438466
