,clube,xG_total,xGA_total,xG_saldo
0,Flamengo,44.80426336212528,25.81429086194843,18.989972500176854
1,Palmeiras,45.731044642829744,27.575418974366542,18.155625668463202
2,Atlético-MG,42.00189827335903,26.189456313636377,15.812441959722655
3,Internacional,41.95041099910661,31.453919655927034,10.496491343179574
4,Fluminense,40.231458314629336,30.330199640250314,9.901258674379022
5,São Paulo,38.42777534491657,33.59867886272093,4.829096482195638
6,Bragantino,39.018349928983696,35.400028356347285,3.618321572636411
7,Fortaleza,35.582771183190815,33.955647747223935,1.6271234359668796
8,América-MG,41.21128068284601,39.591148372964085,1.6201323098819245
9,Corinthians,33.13142312499982,33.63890916945083,-0.5074860444510065
10,Atlético-GO,38.59945633160024,40.28860224668516,-1.6891459150849215
11,Coritiba,36.15538283913757,38.854763440658076,-2.6993806015205024
12,Ceará,32.38368646208423,36.48266452629572,-4.098978064211494
13,Botafogo,34.0780106789026,38.6917613152137,-4.613750636311096
14,Santos,35.3723695784642,40.7510301691956,-5.3786605907314
15,Cuiabá,29.60334137750033,35.11225846405157,-5.508917086551243
16,Athletico-PR,29.906665349471332,42.08987292104601,-12.183207571574677
17,Juventude,30.627017309977333,43.799976029532445,-13.172958719555112
18,Avaí,29.527625852925414,43.6470175665921,-14.119391713666683
19,Goiás,27.435146029540874,48.51373303248486,-21.078587002943983
