,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,7.53,7.2175
1,Abner Vinícius,104513,Athletico-PR,LAT,1.3333333333333333,5.933333333333333
2,Ademir,101314,Atlético-MG,ATA,3.866666666666667,1.7999999999999998
3,Aderlan,88423,Bragantino,LAT,3.7,4.0
4,Adrián Martínez,104778,Coritiba,ATA,0.36666666666666664,5.7
5,Adson,111682,Corinthians,MEI,8.425,0.75
6,Airton,106107,Atlético-GO,ATA,6.575,3.3000000000000003
7,Alan Empereur,88033,Cuiabá,ZAG,-0.25,1.4
8,Alan Patrick,68685,Internacional,MEI,6.033333333333334,4.2250000000000005
9,Alef Manga,101254,Coritiba,ATA,6.833333333333333,2.5
10,Alemão,98219,Internacional,ATA,3.3,2.25
11,Alerrandro,101715,Bragantino,ATA,0.0,3.0
12,Alesson,97321,Cuiabá,ATA,0.4,0.0
13,Alex Muralha,79066,Coritiba,GOL,5.1,2.3333333333333335
14,Alexandre Jesus,107044,Fluminense,ATA,0.1,-0.4
15,Allan,96652,Atlético-MG,MEI,0.8500000000000001,0.35
16,Aloísio,73850,América-MG,ATA,4.025,5.133333333333334
17,Alê,86388,América-MG,MEI,1.65,8.05
18,Andreas Pereira,89274,Flamengo,MEI,1.2333333333333332,7.425
19,André,68690,Cuiabá,ATA,4.333333333333333,4.35
20,André,107498,Fluminense,MEI,6.074999999999999,2.2
21,André Anderson,106803,São Paulo,MEI,-0.1,-0.1
22,André Luís,92146,Cuiabá,ATA,2.075,0.3
23,Andrés,110517,São Paulo,MEI,3.1,0.0
24,Andrés Hurtado,110715,Bragantino,LAT,-0.44999999999999996,4.8
25,Antonio Mohamed,71071,Atlético-MG,TEC,5.656666666666666,4.903333333333333
26,António Oliveira,111578,Cuiabá,TEC,3.995,2.19
27,Apodi,51042,Goiás,MEI,1.8,1.8
28,Arboleda,91573,São Paulo,ZAG,0.55,1.9999999999999998
29,Arias,99815,Fluminense,MEI,5.3,0.0
30,Arrascaeta,87863,Flamengo,MEI,7.300000000000001,2.55
31,Arthur Chaves,111412,Avaí,ZAG,-0.050000000000000044,3.875
32,Arthur Henrique,86629,Atlético-GO,LAT,1.4000000000000001,-0.3999999999999999
33,Artur,95799,Bragantino,ATA,7.1000000000000005,9.166666666666666
34,Atuesta ,96754,Palmeiras,MEI,0.15,0.09999999999999999
35,Auremir,77570,Goiás,MEI,2.9499999999999997,-0.9
36,Ayrton Lucas,88393,Flamengo,LAT,9.9,3.175
37,Baralhas,99440,Atlético-GO,MEI,7.3,2.2333333333333334
38,Barreto,89224,Botafogo,MEI,3.9,0.0
39,Bento,105208,Athletico-PR,GOL,4.0,6.8
40,Bernardo,112368,Coritiba,MEI,1.6333333333333335,1.65
41,Bissoli,100762,Avaí,ATA,8.7,3.8499999999999996
42,Breno Lopes,93988,Palmeiras,ATA,0.3333333333333333,2.0
43,Bressan,72491,Avaí,ZAG,0.4,1.9500000000000002
44,Bruninho,101716,Juventude,MEI,1.1,0.65
45,Bruno Cortez,72079,Avaí,LAT,1.4500000000000002,2.025
46,Bruno Henrique,90285,Flamengo,ATA,3.433333333333333,6.6000000000000005
47,Bruno Méndez,103700,Internacional,ZAG,2.4,4.0
48,Bruno Oliveira,103996,Santos,MEI,2.266666666666666,5.7
49,Bruno Pacheco,90061,Ceará,LAT,7.8,4.025
50,Bruno Silva,68698,Avaí,MEI,1.8,3.8250000000000006
51,Bruno Tubarão,93637,Bragantino,ATA,-0.7000000000000001,0.0
52,Bryan Angulo,89435,Santos,ATA,2.466666666666667,2.0
53,Bustos,96678,Internacional,LAT,5.2,3.575
54,Caetano,103575,Goiás,ZAG,1.5,3.1666666666666665
55,Caio,101601,Goiás,MEI,2.0,3.3
56,Caio Paulista,102318,Fluminense,ATA,2.35,1.9333333333333333
57,Calleri,89840,São Paulo,ATA,5.566666666666666,5.050000000000001
58,Camacho,68770,Santos,MEI,0.3,1.45
59,Camilo,104519,Cuiabá,MEI,1.7,1.75
60,Cano,79631,Fluminense,ATA,8.7,0.6666666666666666
61,Canobbio,102928,Athletico-PR,ATA,4.2,0.0
62,Cantillo,85315,Corinthians,MEI,2.5999999999999996,1.15
63,Capixaba,94894,Juventude,ATA,0.9,1.3
64,Carlos Alberto,106704,América-MG,ATA,3.4,0.0
65,Carlos de Pena,87242,Internacional,ATA,2.1333333333333333,6.8
66,Ceballos,115502,Fortaleza,ZAG,5.324999999999999,1.9
67,Chay,104926,Botafogo,MEI,2.266666666666667,1.85
68,Chico,82407,Juventude,MEI,1.35,5.733333333333333
69,Christian,104502,Athletico-PR,MEI,2.7,0.0
70,Churín,98289,Atlético-GO,ATA,1.175,7.766666666666667
71,Clayton,106931,Coritiba,ATA,1.4666666666666668,3.35
72,Cleiton,93882,Bragantino,GOL,3.6666666666666665,2.3333333333333335
73,Cléber,104125,Ceará,ATA,4.2,3.44
74,Conti,100943,América-MG,ZAG,2.0,0.5
75,Copete,77959,Avaí,ATA,0.45,-0.5
76,Cris Silva,89668,Fluminense,LAT,4.65,0.5
77,Cuello,98909,Athletico-PR,ATA,4.166666666666667,3.5
78,Cássio,42234,Corinthians,GOL,5.5,4.5
