,clube,xG_mean,xG_total
0,Flamengo,1.7234965080192959,39.640419684443806
1,Palmeiras,1.6668432972477476,38.33739583669818
2,Atlético-MG,1.492579138417848,35.821899322028344
3,Internacional,1.4791149397469947,35.4987585539279
4,Bragantino,1.4473639637548426,34.7367351301162
5,São Paulo,1.3547842682402953,32.5148224377671
6,Fluminense,1.3440427571718807,32.257026172125144
7,Santos,1.2976142509195092,31.14274202206823
8,Fortaleza,1.2905452240377335,30.973085376905622
9,Coritiba,1.2562197168359144,30.14927320406195
10,Atlético-GO,1.249586907914313,29.990085789943514
11,Ceará,1.245032381854076,29.880777164497832
12,América-MG,1.2302615835151902,29.52627800436456
13,Botafogo,1.1639524946508264,27.934859871619846
14,Cuiabá,1.1001675284809094,26.404020683541827
15,Goiás,1.081220927381535,25.949302257156837
16,Athletico-PR,1.0627624617299127,25.50629908151791
17,Corinthians,1.0569502933622001,25.366807040692798
18,Avaí,1.0375763186230498,24.901831646953188
19,Juventude,1.0306761746905337,24.736228192572806
