,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,92.65333333333332,1,88.57666666666665,1,83.9725,1
1,Atlético-MG,63.30833333333333,2,69.545,5,59.452,2
2,Athletico-PR,58.12833333333334,3,52.93166666666667,11,45.36166666666667,7
3,Corinthians,57.975,4,69.81800000000001,3,47.906666666666666,5
4,Ceará,54.68666666666667,5,31.71166666666667,20,51.17666666666667,4
5,Internacional,53.63833333333334,6,56.574,9,55.365,3
6,Atlético-GO,52.036666666666655,7,43.964999999999996,15,42.46,13
7,Fluminense,48.471666666666664,8,51.946666666666665,12,43.50833333333333,8
8,Flamengo,48.45166666666666,9,69.666,4,39.48666666666667,14
9,Coritiba,46.89000000000001,10,72.32666666666667,2,43.345,10
10,Bragantino,45.92500000000001,11,61.491666666666674,8,42.67400000000001,12
11,São Paulo,45.12833333333333,12,68.53,6,38.82,16
12,Fortaleza,44.071666666666665,13,40.23666666666667,17,34.1,19
13,Santos,43.945,14,61.801666666666655,7,43.352,9
14,Botafogo,41.275,15,49.56333333333333,13,45.94666666666668,6
15,América-MG,41.038333333333334,16,55.31,10,27.786666666666665,20
16,Juventude,39.83833333333333,17,40.27333333333333,16,35.717999999999996,18
17,Avaí,37.291666666666664,18,48.401666666666664,14,39.29,15
18,Goiás,36.145,19,39.38166666666667,18,37.84666666666667,17
19,Cuiabá,30.50833333333333,20,33.992,19,43.03666666666667,11
