,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Flamengo,2.074278779493294,0.7379707143722384,1.3786475509081824,1.1379247650506372,1.7264631652007383,0.9379477397114377,1.3363080651210555,0.24072278585754514,0.7885154254893005
1,Palmeiras,2.0214520637471485,0.8932575615904953,1.424858749725164,1.1495106247203304,1.723155406736156,1.0213840931554128,1.1281945021566533,0.2753481250048335,0.7017713135807433
2,Atlético-MG,1.6165408468575644,0.7087431855536243,1.3905732358208456,1.033830062752502,1.503557041339205,0.8712866241530632,0.9077976613039401,0.35674317306834347,0.6322704171861417
3,Internacional,1.588120001701015,1.058293652733901,1.3383113926506938,1.175269555019825,1.4632156971758543,1.1167816038768632,0.529826348967114,0.16304183763086866,0.3464340932989911
4,Fluminense,1.7050054790845726,0.9887582356336321,0.9080653153413009,1.2582199995132222,1.3065353972129368,1.1234891175734272,0.7162472434509405,-0.3501546841719213,0.1830462796395096
5,São Paulo,1.4839372245531697,1.1033167502371568,1.3401131990618202,1.355101353108759,1.412025211807495,1.229209051672958,0.38062047431601287,-0.014988154046938762,0.18281616013453705
6,Bragantino,1.5720179209176897,0.9444798524807175,1.2161604742526544,1.5847559170529084,1.394089197585172,1.264617884766813,0.6275380684369721,-0.368595442800254,0.12947131281835889
7,Fortaleza,1.5197113505060535,0.9941569273289576,1.0284172052839111,1.3862919867373404,1.2740642778949822,1.190224457033149,0.525554423177096,-0.3578747814534293,0.08383982086183317
8,América-MG,1.6311383189009763,1.0389398836601587,1.156648575399133,1.6037564357346952,1.3938934471500546,1.3213481596974268,0.5921984352408176,-0.44710786033556227,0.07254528745262778
9,Corinthians,1.3033217293486552,1.063552021733595,1.0131738918866484,1.1802355646989409,1.158247810617652,1.1218937932162678,0.23976970761506022,-0.16706167281229245,0.03635401740138411
10,Atlético-GO,1.597967938984763,1.232802096075161,1.1580154303223855,1.7201199653581014,1.3779916846535742,1.476461030716631,0.3651658429096021,-0.5621045350357159,-0.0984693460630568
11,Cuiabá,1.286070006759569,1.0694247092056244,0.8539725142619333,1.3680368552753215,1.070021260510751,1.218730782240473,0.21664529755394457,-0.5140643410133882,-0.14870952172972185
12,Santos,1.4905961920320216,1.5036326107226707,1.0819234390658328,1.397703381500021,1.2862598155489273,1.450667996111346,-0.013036418690649088,-0.3157799424341883,-0.16440818056241868
13,Coritiba,1.2630598325610334,1.109671926796005,1.226280458022011,1.7767370477692883,1.244670145291522,1.4432044872826466,0.15338790576502848,-0.5504565897472773,-0.19853434199112452
14,Botafogo,1.2235236354108658,1.267422041234782,1.177693368009424,1.5373455716009705,1.2006085017101449,1.4023838064178764,-0.04389840582391624,-0.3596522035915466,-0.20177530470773153
15,Ceará,1.1411781358709812,1.2400247102406454,1.1473644841663806,1.4597889625504583,1.1442713100186808,1.3499068363955518,-0.09884657436966426,-0.3124244783840777,-0.205635526376871
16,Athletico-PR,1.2836434770999772,1.3498061446678655,0.9370760604468013,1.5253645773442421,1.1103597687733893,1.4375853610060538,-0.06616266756788836,-0.5882885168974409,-0.32722559223266456
17,Avaí,1.2686194722908062,1.2279402013093657,0.9093526355957291,1.8618465552340842,1.0889860539432676,1.544893378271725,0.04067927098144053,-0.9524939196383551,-0.45590732432845726
18,Juventude,1.4066046308234958,1.0808005389346096,0.7183595434382795,1.9967046052711788,1.0624820871308875,1.538752572102894,0.32580409188888626,-1.2783450618328993,-0.4762704849720065
19,Goiás,1.0635709048049178,1.6291404413595398,0.9266006369877406,1.900009856661597,0.9950857708963292,1.7645751490105686,-0.565569536554622,-0.9734092196738564,-0.7694893781142393
